persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P07,1,HS04,Идэж байхдаа яг таарсан цадалтаа анзаарсан.,Оройн хоолны үеэр гэдэс дүүрэхээс өмнө цадсанаа мэдрэх.,true,Ховор,true,Тав тухтай цадсан,false,false,false,false,3,Цадсан мэдрэмжийг ойлгоно гэхдээ тав тухтай гэдэг нь бүдэг.,true
P07,2,IM04,Өдрийн ажил өөрчлөгдөхөд хийе гэсэн төлөвлөгөө бүрэн зогссон.,Мал хариулах ажил гэнэт сунжраад хийхээр төлөвлөсөн зүйлээ орхих.,true,Олон удаа,true,тэр чигтээ,false,false,false,true,4,Хувьсах ажлын өдөртэй тул нөхцөл нь танил боловч төлөвлөгөө нь тодорхой биш.,true
P07,3,HS06,Биеэс мэдрэгдсэн дохиогоороо эхлэх эсвэл зогсох цагаа шийдэж чадаагүй.,Өлссөнөө мэдсэн ч хооллох цагаа эсвэл идэхээ болихоо шийдэж чадахгүй байх.,true,Ховор,true,Биеийн дохио,true,false,false,false,3,Эхлэх ба зогсох хоёр шийдвэрийг нэг дор асууж байна.,true
P07,4,UC01,Идэж эхэлсний дараа хүссэн үедээ болиход хэцүү байсан.,Махтай хоолноос цадсан ч дахин идсээр байх.,true,Огт байгаагүй,true,,false,false,false,false,5,Нэг нөхцөл ба нэг үйлдлийг тодорхой асууж байна.,true
P07,5,BI04,Биеийнхээ төрхөд санаа зовоод бусадтай хийх зүйлээс татгалзсан.,Наадамд очихоос биеийнхээ төрхөөр санаа зовоод татгалзах.,true,Огт байгаагүй,true,үйл ажиллагаа,false,true,false,false,5,Биеийн төрхийг дурдах нь эмзэг санагдаж болох ч утга нь ойлгомжтой.,true
P07,6,EE04,Ганцаардахад хоол идмээр илүү санагдсан.,Гэрийнхэн эзгүй үед ганцаардаад юм идэхийг хүсэх.,true,Огт байгаагүй,true,,false,false,false,false,5,Ганцаардал ба идэх хүсэлтэй холбосон асуултыг шууд ойлгоно.,true
P07,7,HA05,Зууш сонгохдоо үнэхээр хүсэж байгаа эсэхээ бодоогүй.,Цайны завсарлагаар боов авахдаа хүсэлтэй эсэхээ бодолгүй авах.,true,not_applicable,false,Зууш,false,false,false,true,3,Зууш тогтмол авдаггүй тул тохирох хариулт алга.,true
P07,8,IM01,Яг юу хэзээ хийхээ мэдэхгүйгээс төлөвлөгөөгөө эхлүүлээгүй.,Өглөө хийх ажлаа хэзээ эхлэхээ шийдээгүй учраас хойшлуулах.,true,Заримдаа,true,төлөвлөгөө,false,false,false,true,4,Ерөнхий төлөвлөгөө гэж юу болох нь тодорхойгүй ч нөхцөл танил.,true
P07,9,HA02,Нэг юм хийсний дараа юм идэх нь өөрөө давтагддаг зуршил болсон.,Цай уусны дараа дандаа боов идэх.,true,Ховор,true,Нэг үйлдэл,false,false,false,false,4,Үйлдлийн жишээг өөрөө бодож хариулж болно.,true
P07,10,EC01,Өлсөөгүй ч хоол харахаар идмээр болсон.,Айлаар ороход өлсөөгүй байсан ч ширээн дээрх хоолыг хараад идмээр санагдах.,true,Ховор,true,,false,false,false,false,5,Хоол харах ба идэх хүсэл хоёр тодорхой байна.,true
P07,11,EC04,Хоолны апп эсвэл сурталчилгаа үзсэний дараа хоол бодогдсоор байсан.,Утсаар сурталчилгаа хараад хоолны тухай дахин дахин бодох.,true,not_applicable,false,Хоолны апп,true,false,false,true,4,Хоолны апп хэрэглэдэггүй бөгөөд хоёр өөр өдөөгчийг хамтатгажээ.,true
P07,12,EE02,Гунигтай үед хоол идэхэд түр амардаг гэж санагдсан.,Сэтгэл гундуу өдөр хоол идээд түр дээрдсэн мэт санагдах.,true,Огт байгаагүй,true,түр тайвшруулна,false,false,false,false,4,Мэдрэмж ба хоол идсэний дараах түр мэдрэмжийг ялгаж ойлгоно.,true
P07,13,SE06,Ядарсан ч хийж болох хамгийн жижиг зүйлээ сонгоно гэдэгтээ хэр итгэлтэй байснаа хэлэх.,Ядарсан өдөр богино алхалт хийх шиг хамгийн бага ажлыг сонгож чадах эсэхээ бодох.,true,Дунд зэрэг итгэлтэй,true,хамгийн жижиг хувилбар,false,false,true,true,3,Ямар үйлдлийн хамгийн жижиг хувилбар гэдэг нь тодорхойгүй.,true
P07,14,RR04,Төлөвлөснөөс өөр идсэний дараа тухайн өдрөө хяналтгүй орхисон.,Төлөвлөөгүй боов идсэний дараа үлдсэн хооллолтоо анзаарахаа болих.,true,not_applicable,false,хяналтгүй орхисон,true,true,false,true,3,Идэх төлөвлөгөө барьж байгаагүй тул тохирох хариулт алга.,true
P08,1,EC03,Хоол гарын дор байсан болохоор төлөвлөөгүй ч идсэн.,Гэртээ ажиллаж байхдаа ширээн дээрх амттанаас авсан.,true,Олон удаа,true,,false,false,true,false,5,"Ойр байсан хоол идэхэд хүргэсэн гэж ойлгож, давтамжаар хариулав.",true
P08,2,UC05,Жаахан идэхээр эхэлсэн ч зогсолгүй цааш идсэн.,Нэг жигнэмэг аваад дараа нь хэд хэдийг нэмж идсэн.,true,Заримдаа,true,Багахан,false,false,true,false,4,Анхны хэмжээнээсээ давуулан үргэлжлүүлсэн тохиолдлыг санав.,true
P08,3,HA05,Зууш сонгохдоо яг хүсэж байгаагаа нягтлаагүй.,Дэлгүүрийн кассны дэргэдээс бодолгүй шоколад авсан.,true,Олон удаа,true,үнэхээр хүсэж байгаа,false,false,true,false,4,Хүсэл хэрэгцээгээ шалгалгүй сонгосон давтамжаар хариулав.,true
P08,4,HS04,Идэж байхдаа хангалттай цадсанаа мэдсэн.,Оройн хоолны үеэр цааш идэх шаардлагагүй болсноо анзаарсан.,true,Заримдаа,true,тав тухтай цадсан мөч,false,false,true,false,4,Цадалтын дохиог хооллож байхдаа анзаарсан үеийг тоолов.,true
P08,5,SE02,Завгүй үед өөрт нийцэх хоол сонгож чадна гэдэгтээ итгэсэн эсэх.,Ажлын дуудлагуудын хооронд хурдан бэлдэх хоол сонгосон.,true,Дунд зэрэг итгэлтэй,true,өөрт тохирох боломжит хоол,false,false,true,false,4,Завгүй үеийн сонголтоо ерөнхийд нь хийж чадна гэж үнэлэв.,true
P08,6,SE06,Ядарсан ч хийж болох хамгийн бага хувилбарыг сонгож чадна гэдэгтээ итгэсэн эсэх.,Орой ядарсан үедээ бүтэн хоол хийхийн оронд амархан зүйл сонгосон.,true,Бага зэрэг итгэлтэй,false,хамгийн жижиг хувилбар,false,false,true,false,3,Юуны жижиг хувилбар гэдэг тодорхойгүй тул эргэлзээтэй хариулав.,true
P08,7,BI06,Биедээ тавгүй санагдсан ч хийхийг хүссэн зүйлдээ оролцсон.,Биеэ голсон ч найзын урьсан арга хэмжээнд очсон.,true,Ховор,true,хүссэн үйл ажиллагаа,false,false,true,true,4,Биеийн тавгүй мэдрэмжийг үл харгалзан оролцсон үеийг тоолов.,true
P08,8,IM06,Нэг өдөр хийсэн зүйлээ дараагийн өдрүүдэд дахин хийхэд хэцүү байсан.,Нэг өдөр дасгал хийсэн ч дараагийн хэдэн өдөр давтаагүй.,true,Олон удаа,false,хийж чадсан зүйл; дараагийн өдрүүд,false,false,true,true,3,Ямар үйлдлийг хэлснийг тодорхойлоогүй ч давтаж чадаагүй үеэр хариулав.,true
P08,9,EE02,Гуниглах үед хоол түр зуур тайвшруулдаг мэт санагдсан.,Таагүй өдөр өнгөрсний дараа амттан идээд хэсэг тайвширсан.,true,Ховор,true,түр тайвшруулна,false,false,true,false,3,Гуниг ба хоолны дараах богино тайвшралыг хамтад нь санахыг оролдов.,true
P08,10,EC06,Хоолны харагдах байдал эсвэл үнэрээс анхаарлаа өөр тийш шилжүүлж чадсан.,Гал тогооны үнэр үнэртэхэд ажлын дэлгэц рүүгээ дахин төвлөрсөн.,true,Заримдаа,true,өөр зүйл,false,false,true,false,4,Хоолны өдөөлтийн дараа анхаарлаа буцаасан амжилтын давтамжаар хариулав.,true
P08,11,EE05,Уурласан эсвэл бухимдсаныхаа дараа хоол идэхээр болсон.,Ажлын асуудалд бухимдаад гал тогооноос зууш авсан.,true,Ховор,true,хоол руу хандсан,false,false,true,false,3,Хоол руу хандсан гэдгийг идэхээр авсан гэж ойлгов.,true
P08,12,UC02,Төлөвлөснөөсөө их идсэн.,Оройн хоолноос нэг таваг идэхээр бодоод дахин нэмсэн.,true,Заримдаа,true,анх бодсоноосоо,false,false,true,false,5,Анхны төлөвлөсөн хэмжээнээс хэтэрсэн үеийг тоолов.,true
P08,13,RR05,Төлөвлөгөөгөө зөрчсөний маргааш дүрмээ илүү хатуу болгосон.,Орой амттан идсэний дараа маргааш нь хоолоо илүү их хязгаарласан.,true,Олон удаа,true,дүрмээ,false,true,true,false,4,Зөрчлийн дараах өдрийн нэмэлт хязгаарлалтыг санаж хариулав.,true
P08,14,IM03,Завгүй өдөр хийж болох хамгийн бага хувилбар урьдчилан бэлэн байсан.,Ажил ихтэй өдөр богино дасгал хийх төлөвлөгөө бэлэн байсан.,true,Ховор,false,хийх хамгийн жижиг хувилбар,false,false,true,false,3,Юу хийхийг заагаагүй тул өөрийн жишээгээр ойлгож хариулав.,true
P09,1,AC02,Асуулт болгонд адилхан хариулах ёстой юм шиг санагдсан.,14 хоногийн асуултуудыг бөглөхдөө хэд хэдэн асуултад ижил хариулт сонгох хэрэгтэй мэт санагдсан.,true,Ховор,true,нэг ижил хариулт,false,false,false,false,3,Энэ мэдрэмж ховор тохиолдсон гэж сонгов.,true
P09,2,EE03,Уйдахдаа өөр юм хийхийн оронд идэж эхэлсэн.,Ажил хоорондын завсарлагаар хийх зүйлгүй үед зууш идсэн.,true,Олон удаа,true,,false,false,false,false,4,Уйдах үед идэх тохиолдол олон байсан гэж сонгов.,true
P09,3,HA03,Идэж эхэлснээ дараа нь анзаарсан.,Завгүй үед ширээн дээрх хоолноос идэж байгаад сүүлд нь анзаарсан.,true,Заримдаа,true,хэдийн эхэлсний дараа,false,false,false,false,3,Идэж эхэлснээ дараа нь анзаарсан үе байсан гэж сонгов.,true
P09,4,EC01,Өлсөөгүй ч хоол хараад идмээр санагдсан.,Ажлын газар ил байгаа амттанг хараад идмээр санагдсан.,true,Олон удаа,true,,false,false,false,false,4,Өлсөөгүй үедээ хоол хараад идэх хүсэл олон төрсөн гэж сонгов.,true
P09,5,RR05,Төлөвлөгөөнөөсөө гарсны дараа маргааш нь дүрмээ илүү чангалсан.,Төлөвлөөгүй хоол идсэнийхээ дараа маргааш нь илүү хатуу хоолны дүрэм барихаар шийдсэн.,true,Олон удаа,true,дүрмээ улам чангалсан,false,false,false,false,4,Төлөвлөгөө алдагдсаны дараа дүрэм чангалах явдал олон байсан гэж сонгов.,true
P09,6,BI05,Хүмүүс биеийг минь харах вий гэж бодоод хөдөлгөөн хийхээс зайлсхийсэн.,Олон хүнтэй газар дасгал хийхээс биеэ анзаарах вий гэж санаа зовоод татгалзсан.,true,Заримдаа,true,хөдөлгөөн хийх,false,false,false,false,3,Хүмүүсийн анхаарлаас болж хөдөлгөөнөөс зайлсхийсэн үе байсан гэж сонгов.,true
P09,7,BI01,Биеийн төрхдөө санаа зовоод зураг авахуулахаас зайлсхийсэн.,Гэр бүлийн зураг авахуулах үед оролцохгүй байхыг хүссэн.,true,Заримдаа,true,,false,false,false,false,4,Зураг авахуулахаас зайлсхийсэн үе байсан гэж сонгов.,true
P09,8,IM03,Завгүй өдөр хийх хамгийн бага хувилбар урьдчилж бэлэн байсан.,Ээлж солигдох завгүй өдөр хоол эсвэл хөдөлгөөний жижиг төлөвлөгөө бэлэн байгаагүй.,true,Ховор,true,хамгийн жижиг хувилбар,false,false,true,false,3,Завгүй өдрийн жижиг хувилбар бэлэн байсан нь ховор гэж сонгов.,true
P09,9,UC02,Анх бодсоноосоо илүү их идсэн.,Өлсөөгүй ч эхэлсэн зуушаа бодсоноосоо их хэмжээгээр идсэн.,true,Олон удаа,true,,false,false,false,false,4,Төлөвлөснөөс илүү идсэн тохиолдол олон байсан гэж сонгов.,true
P09,10,SE04,Идэх юм ойр байсан ч идэх эсэхээ бодоод сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Ажлын газрын ойролцоох зуушнаас идэх эсэхээ шийдэх үедээ эргэлзсэн.,true,Бага зэрэг итгэлтэй,true,бодож сонгож,false,false,true,false,3,Ойр байгаа хоолны үед сонголтоо хянах итгэл бага зэрэг байсан гэж сонгов.,true
P09,11,SE06,Ядарсан үедээ ч өөрт боломжтой хамгийн жижиг хувилбарыг сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Урт ажлын өдрийн дараа хялбархан хоол эсвэл богино хөдөлгөөнийг сонгохдоо итгэлгүй байсан.,true,Бага зэрэг итгэлтэй,true,хамгийн жижиг хувилбар,false,false,true,false,3,Ядарсан үед жижиг боломжит хувилбар сонгох итгэл бага зэрэг байсан гэж сонгов.,true
P09,12,UC01,Идэж эхэлсний дараа хүссэн үедээ зогсооход хэцүү байсан.,Оройн хоолны дараа амттан идэж эхлээд зогсоохдоо хүндрэлтэй байсан.,true,Олон удаа,true,,false,false,false,false,4,Идэж эхэлсний дараа зогсоох хэцүү байсан нь олон тохиолдсон гэж сонгов.,true
P09,13,HS04,Идэж байхдаа таатай цадсан үеэ анзаарсан.,Хоол идэж байхдаа хангалттай болсноо анзааралгүй үргэлжлүүлсэн.,true,Ховор,true,тав тухтай цадсан,false,false,true,false,3,Таатай цадснаа идэж байхдаа анзаарсан нь ховор гэж сонгов.,true
P09,14,HS01,Өлсөлт хэт хүчтэй болохоос өмнө биеийн дохиогоо анзаарсан.,Завгүй үед өлсгөлөн хүчтэй болсны дараа л хоол хэрэгтэйгээ анзаарсан.,true,Ховор,true,биеийн дохио,false,false,true,false,3,Өлсөлт хүчтэй болохоос өмнө дохиондоо анхаарсан нь ховор гэж сонгов.,true
P10,1,EC05,Хоол бодогдоод хийж буй ажилдаа төвлөрөхөд саад болсон.,Ажлын тайлан бичихдээ өдрийн хоол бодогдож анхаарал түр сарнив.,true,Ховор,true,хийж байсан зүйл,false,false,true,false,4,14 хоногт тохиолдсон ховор үеийг санаж сонгов.,true
P10,2,EE02,Гуниглах үед хоол идэхээр хэсэг зуур дээрдэх мэт санагдсан.,Таагүй мэдээ сонссон орой хоол тайвшруулах эсэхийг бодов.,true,Огт байгаагүй,true,түр тайвшруулна,false,false,true,false,5,Ийм мэдрэмжтэй тохиолдол санаанд ороогүй тул огт байгаагүйг сонгов.,true
P10,3,HS01,Маш их өлсөхөөсөө өмнө өлсөж буйгаа биеэрээ мэдсэн.,Өдрийн хоолны өмнө ходоод хоосорч байгааг анзаарав.,true,Олон удаа,true,биеийн дохио,false,false,true,false,4,Сүүлийн хоёр долоо хоногийн олон өдрийг ерөнхийлөн сонгов.,true
P10,4,BI01,Гадаад төрхдөө санаа зовоод зурагт орохоос татгалзсан.,Гэр бүлийн зураг авах үед төрхөөсөө болж хойш суух эсэхээ бодов.,true,Ховор,true,биеийн төрх,false,true,true,false,4,Нэг ховор тохиолдол санаанд орсон тул ховорыг сонгов.,true
P10,5,UC02,Идэхээр төлөвлөснөөсөө их идсэн.,Оройн хоолонд эхэлж бодсоноосоо нэг таваг илүү идэв.,true,Заримдаа,true,анх бодсоноосоо,false,false,true,false,4,Хэд хэдэн тодорхой тохиолдол санагдсан тул заримдаа гэж сонгов.,true
P10,6,IM01,Хэзээ юу хийхээ тодорхойлоогүй учраас төлөвлөгөөгөө эхлүүлээгүй.,Алхах бодолтой байсан ч цаг болон маршрутаа шийдээгүй тул гараагүй.,true,Ховор,true,төлөвлөгөө,false,false,true,false,4,Нэг ховор эхлүүлээгүй тохиолдлыг санаж хариулав.,true
P10,7,SE04,Хоол гарын дор байсан ч идэх эсэхээ бодож шийдэж чадна гэдэгтээ итгэсэн.,Ажлын өрөөнд амттан байхад авахгүй байхаа өөрөө шийдэв.,true,Их итгэлтэй,true,ойрхон,false,false,true,false,5,Ойр байсан идэх зүйлтэй хэд хэдэн үеийг бодоод их итгэлтэйг сонгов.,true
P10,8,HA04,Танил газар очиход бодолгүйгээр идэж эхэлсэн мэт болсон.,Гэртээ ирээд ширээн дээрх зуушнаас дадлаараа авах шахав.,true,Ховор,true,танил орчин,false,false,false,false,4,Автоматаар эхэлсэн мэт нэг ховор үе санагдав.,true
P10,9,BI02,Өөрийн биеийг харахад эвгүй байсан тул толинд хараагүй.,Хувцаслахдаа толинд харахаас зайлсхийх эсэхээ бодов.,true,Огт байгаагүй,true,биеэ харах,false,true,true,false,5,Толин тусгалаас зайлсхийсэн тохиолдол санаанд ороогүй.,true
P10,10,RR02,Зарим төрлийн хоолыг огт идэхгүй гэсэн дүрэм өөртөө тавьсан.,Амттаныг бүрэн хориглох дүрэм гаргасан эсэхээ эргэн санав.,true,Огт байгаагүй,true,зарим хоол,false,true,true,false,5,Бүрэн хориглосон дүрэм байгаагүй тул огт байгаагүйг сонгов.,true
P10,11,EC03,Хоол бэлэн ойр байсан учраас төлөвлөөгүй үедээ идсэн.,Хурал дээр тавьсан жигнэмгийг хооллох бодолгүй байсан ч авав.,true,Заримдаа,true,ойрхон бэлэн,false,false,true,false,4,Хэд хэдэн төлөвлөөгүй идсэн үе санагдсан тул заримдаа гэж сонгов.,true
P10,12,HS03,Бие нэлээд сульдсаны дараа л өлсөж байгаагаа мэдсэн.,Ажилдаа төвлөрсөөр байгаад ядрах үедээ хооллоогүйгээ анзаарав.,true,Ховор,true,их сульдсаны дараа,false,false,false,false,4,Нэг ховор оройтсон анзааралтыг санаж хариулав.,true
P10,13,HA05,Зууш сонгохдоо үнэхээр идмээр байгаа эсэхээ бодоогүй.,Дэлгүүрээс зууш авахдаа хүсэж буй эсэхээ шалгалгүй сагсанд хийв.,true,Ховор,true,үнэхээр хүсэж байгаа,false,false,true,false,4,Нэг ховор бодолгүй сонголт санагдсан тул ховорыг сонгов.,true
P10,14,IM04,Өдрийн хуваарь өөрчлөгдөхөд төлөвлөсөн зүйлс бүрэн зогссон.,Гэнэтийн ажил гарахад оройн алхалтаа цуцалж дахин товлоогүй.,true,Заримдаа,true,тэр чигтээ тасарсан,false,false,true,false,4,Хуваарь өөрчлөгдөж төлөвлөгөө зогссон хэдэн үеийг нэгтгэн сонгов.,true
P11,1,EC01,Өлсөөгүй ч хоол харахаар идмээр санагдсан.,Айлаар ороход боов хараад идмээр болсон.,true,Ховор,true,,false,false,false,false,3,Хоол хараад төрсөн хүслийг 14 хоногт санаж хариулж чадна.,true
P11,2,BI01,Биеийнхээ төрхөд санаа зовоод зурагт орохоос зайлсхийсэн.,Наадмын зураг авахад хажууд нь зогссон.,true,Ховор,true,биеийн төрх,false,true,true,false,3,Зураг авах тохиолдол цөөн тул ховор гэж сонгов.,true
P11,3,EC05,Хоол бодогдоод хийж байсан ажилдаа төвлөрч чадаагүй.,Гэр цэвэрлэж байхдаа хоол бодоод ажил тасалдсан.,true,Ховор,true,анхаарал сарниулсан,false,false,false,false,3,Ажлын үеийн бодлоо санаж хариулж болно.,true
P11,4,EE04,Ганцаардахад идэх хүсэл ихэссэн.,Хүүхдүүд унтсаны дараа ганцаараа суухад идмээр санагдсан.,true,Огт байгаагүй,true,ганцаардсан мэдрэмж,false,false,false,false,2,Ганцаардалтай идэх хүслээ холбож санахад тодорхой биш байна.,true
P11,5,IM05,Нэг удаа алгассан ч дараа нь дахин үргэлжлүүлсэн.,Төлөвлөсөн хоолоо нэг өдөр бариагүй ч маргааш нь дахин хийсэн.,false,not_applicable,false,алгассан,false,false,true,true,4,Өмнө нь жин хасах оролдлого хийгээгүй тул үргэлжлүүлэх зүйлгүй.,true
P11,6,SE05,Төлөвлөгөөнөөс өөр идсэний дараа дахин үргэлжлүүлж чадна гэж хэр итгэсэн бэ?,Төлөвлөөгүй боов идсэний дараа маргааш нь хоолоо өөрчлөх талаар бодсон.,false,not_applicable,false,дараагийн боломж,false,false,true,true,4,Тодорхой хоолны төлөвлөгөө байхгүй тул итгэлээ үнэлэхгүй.,true
P11,7,BI02,Биеэ харахаар эвгүй санагдаад толиноос зайлсхийсэн.,Өглөө хувцаслахдаа толь руу удаан хараагүй.,true,Ховор,true,эвгүй,false,true,true,false,3,Эвгүй гэсэн үг нь ерөнхий боловч толинд харахаас зайлсхийснээ санаж болно.,true
P11,8,EE01,Стресстээд өлсөөгүй ч юм идсэн.,Малын ажил ихсэхэд цайтай боов идсэн.,true,Ховор,true,стресстсэн,false,false,false,false,3,Стресс болон идсэнийг хамт санах шаардлагатай.,true
P11,9,RR02,Зарим хоолыг өөртөө огт идэхгүй гэж дүрэм болгосон.,Чихэр огт идэхгүй гэж өөртөө хэлсэн.,true,Огт байгаагүй,true,бүрэн хориглох,false,false,true,false,4,Ийм дүрэм гаргаагүй гэж тодорхой хариулж байна.,true
P11,10,RR04,Төлөвлөснөөс өөр идсэний дараа тэр өдрөө хоолоо хянахаа больсон.,Бууз идсэний дараа үлдсэн хоолоо тоохгүй идсэн.,false,not_applicable,false,хяналтгүй орхисон,true,true,true,true,3,Төлөвлөгөө болон үлдсэн өдрөө хянах хоёр санаа зэрэг орсон бөгөөд төлөвлөгөөгүй.,true
P11,11,HA06,Дахин давтагддаг үед идэхийнхээ өмнө юу идэхээ санаатай сонгосон.,Орой цай уухдаа боовны оронд тараг сонгосон.,true,Заримдаа,false,давтагддаг нөхцөл,false,false,true,false,3,Давтагддаг нөхцөл гэдэг нь яг ямар үе болох нь ойлгомжгүй байна.,true
P11,12,HS01,Хэт их өлсөхөөсөө өмнө биеийнхээ дохиог анзаарсан.,Өлсөж эхлэхэд гэдэс хонхолзож байгааг мэдэрсэн.,true,Заримдаа,false,биеийн дохио,false,false,true,false,3,Биеийн дохио нь яг ямар шинжийг хэлэх нь тодорхой биш байна.,true
P11,13,UC04,Идэж байхдаа өөрийгөө зогсоож удирдаж чадахгүй юм шиг санагдсан.,Амттан идэж эхлээд зогсох хэцүү санагдсан.,true,Огт байгаагүй,true,үйлдлээ өөрөө удирдах,false,true,true,false,3,Хариулт нь ичгэвтэр санагдаж болох ч утга нь ойлгогдоно.,true
P11,14,HA02,Нэг юм хийсний дараа юм идэх нь өөрөө аяндаа үргэлжилдэг болсон.,Цай чанасны дараа дандаа боов иддэг болсон.,true,Заримдаа,false,нэг үйлдлийн дараа,false,false,false,false,3,Ямар үйлдлийн дараа гэдэг нь тодорхойгүй ч жишээгээр бодож хариулж болно.,true
P12,1,IM01,"Юу хийх, хэзээ хийхээ мэдээгүй болохоор төлөвлөгөөгөө эхлээгүй.",Ажлын цаг сунжраад хоолны төлөвлөгөөгөө хаанаас эхлэхээ шийдээгүй.,true,Олон удаа,true,төлөвлөгөө,true,false,true,false,4,Юу болон хэзээ гэдэг хоёр хэсгийг зэрэг санах шаардлагатай ч давтамжаар хариулж болно.,true
P12,2,EC04,Хоолны апп эсвэл зар харсны дараа хоол бодогдоод байсан.,Утаснаас бургерын зар хараад жолоо барьж байхдаа тэр хоолыг бодсон.,true,Олон удаа,true,хоол бодогдсоор,false,false,true,false,5,Апп ба сурталчилгаа хоёр өөр өдөөгч боловч бодогдсон давтамжийг сонгоход ойлгомжтой.,true
P12,3,HS05,Цадсан эсэхээ сайн мэдэхгүй байсан.,Машиндаа хурдан хооллосны дараа хангалттай идсэн эсэхдээ эргэлзсэн.,true,Заримдаа,true,цадсан,false,false,false,false,4,Цадсан гэдгийг өөрийн мэдрэмжээр үнэлэх тул бага зэрэг эргэлзээтэй ч хариулж болно.,true
P12,4,SE04,Хоол дэргэд байхад идэхгүй гэж бодож сонгохдоо хэр итгэлтэй байснаа асууж байна.,Зорчигчийн үлдээсэн амттан дэргэд байхад идэхгүй байхаар шийдэх.,true,Бага зэрэг итгэлтэй,true,бодож сонгож,false,false,true,false,4,Ойр хоолтой үеийг санаж итгэлээ сонгож болно.,true
P12,5,UC03,Цадсанаа мэдсэн мөртлөө идсээр байсан.,Оройн хоолонд цадсан ч тавган дээрхийг дуусгасан.,true,Заримдаа,true,,false,true,true,false,5,Нэг тодорхой үйлдлийн давтамжийг асуусан тул шууд сонгож болно.,true
P12,6,RR01,Хоолны дүрмээ жаахан зөрөхөд бүх төлөвлөгөө бүтэлгүйтсэн мэт болсон.,Дэглэмээсээ нэг удаа зөрж шарсан хоол идээд тэр өдрөө төлөвлөгөөгөө орхисон мэт санагдсан.,true,Олон удаа,true,төлөвлөгөө нурсан,false,true,true,false,5,Өмнө нь өөртөө тавьсан хоолны дүрэмтэй үе олон тул 14 хоногт тоолж болно.,true
P12,7,EE03,Уйдахаараа өөр юм хийхийн оронд идэж эхэлсэн.,Зорчигч хүлээн машиндаа суухдаа уйдаад зууш нээсэн.,true,Олон удаа,true,хийх зүйл,false,true,true,false,5,Уйдсан үеийн идэлтийг санахад амархан боловч зөв хариу нь илт мэдрэгдэнэ.,true
P12,8,IM04,Хуваарь өөрчлөгдөхөд төлөвлөгөө бүрэн зогссон.,Гэнэтийн урт захиалга орж ирээд төлөвлөсөн хооллолтоо тэр өдөр дагаагүй.,true,Олон удаа,true,тэр чигтээ тасарсан,false,false,true,false,5,Хуваарь байнга өөрчлөгддөг тул ийм өдрүүдийг 14 хоногоор санаж болно.,true
P12,9,HA04,Танил газар очиход өөрийн мэдэлгүй идэж эхэлдэг мэт байсан.,Тогтмол зогсдог шатахуун түгээхэд ороод зуршлаараа зууш авсан.,true,Олон удаа,true,өөрөө эхэлдэг мэт,false,false,true,false,4,Танил орчныг жишээгээр ойлгож болох ч үйлдэл өөрөө эхэлсэн эсэхийг ялгах бага зэрэг бүрхэг.,true
P12,10,RR05,Төлөвлөгөөгөө зөрчсний дараагийн өдөр дүрмээ илүү хатуу болгосон.,Орой их идсэний маргааш нүүрс ус огт идэхгүй гэж шийдсэн.,true,Заримдаа,true,дүрмээ улам чангалсан,false,true,true,false,5,Маргаашийн шийдвэртэй холбоотой тодорхой тохиолдлыг санаж давтамж сонгоно.,true
P12,11,HS02,Идэх хүсэл төрөхөд үнэхээр өлссөн эсэхээ ялгаж чадсан.,Хоолны үнэр үнэртэхэд ходоод өлссөн үү эсвэл зүгээр хүссэн үү гэж ялгасан.,true,Заримдаа,true,идэх хүсэл,false,false,true,false,4,Өлсгөлөн ба хүсэл хоёрыг ялгасан давтамжийг асуусан ч зарим үед зааг нь тодорхойгүй.,true
P12,12,HA03,Идэж эхэлснээсээ хойш л идэж байгаагаа анзаарсан.,Жолоо барингаа самар идэж байснаа уут нэлээд хоосорсны дараа мэдсэн.,true,Олон удаа,true,хэдийн эхэлсний дараа,false,false,true,false,5,Автоматаар идсэн тодорхой тохиолдлуудыг 14 хоногоос санаж болно.,true
P12,13,BI04,Биеийн төрхөөсөө санаа зовоод бусадтай хийх зүйлээс татгалзсан.,Найзуудын усан санд явах урилгыг биеэ харуулахыг хүсээгүйгээс татгалзсан.,true,Огт байгаагүй,true,хүмүүстэй хийх үйл ажиллагаа,true,true,true,false,4,"Үйл ажиллагааны хүрээ өргөн бөгөөд санаа зовнил, татгалзлыг хоёуланг нь холбож асуусан.",true
P12,14,BI05,Бусад хүн биеийг минь харна гэж санаа зовоод дасгал хөдөлгөөнөөс зайлсхийсэн.,Хүнтэй фитнесст биеэ харуулах вий гэж бодоод очоогүй.,true,Огт байгаагүй,true,хөдөлгөөн хийх,true,true,true,false,4,Хөдөлгөөний төрөл өргөн ч зайлсхийсэн эсэхийг хариулж болно.,true
