persona_code,block_order,item_key,item_text,recall_period,response_scale,response_options,sensitive,assignment_seed,assignment_hash,synthetic_review_only
P01,1,RR01,Өөртөө тавьсан хоолны дүрмээс багахан зөрөхөд төлөвлөгөө нурсан мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,96a82e6abaa3c2971c9e20d1e5e5952290757b4a34597820b57adbb04c642999,true
P06,12,EC03,Идэх зүйл ойрхон бэлэн байснаас төлөвлөөгүй үедээ идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,e192f2ba34857493e00c58384552cbe530f2a17ad8930156efaaacf2275b7c51,true
P06,13,UC06,Идэж байхдаа түр зогсоод үргэлжлүүлэх эсэхээ бодож чадсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,e192f2ba34857493e00c58384552cbe530f2a17ad8930156efaaacf2275b7c51,true
P06,14,AC02,Сүүлийн 14 хоногт асуулт бүрт нэг ижил хариулт сонгох шаардлагатай мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,e192f2ba34857493e00c58384552cbe530f2a17ad8930156efaaacf2275b7c51,true
P07,1,HS04,Тав тухтай цадсан мөчөө идэж байхдаа анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,a03496a6cfe3817070332a4b55c31e68122e64b892d9d8dd0bb3c99ee90ee37c,true
P07,2,IM04,Өдрийн хуваарь өөрчлөгдөхөд төлөвлөгөө тэр чигтээ тасарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,a03496a6cfe3817070332a4b55c31e68122e64b892d9d8dd0bb3c99ee90ee37c,true
P07,3,HS06,Биеийн дохио тодорхой байсан ч хэзээ эхлэх эсвэл зогсохоо шийдэхэд ашиглаж чадаагүй.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,a03496a6cfe3817070332a4b55c31e68122e64b892d9d8dd0bb3c99ee90ee37c,true
P07,4,UC01,Идэж эхэлсний дараа хүссэн үедээ зогсоох хэцүү байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,a03496a6cfe3817070332a4b55c31e68122e64b892d9d8dd0bb3c99ee90ee37c,true
P07,5,BI04,Биеийн төрхдөө санаа зовсноос хүмүүстэй хийх үйл ажиллагаанаас татгалзсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,a03496a6cfe3817070332a4b55c31e68122e64b892d9d8dd0bb3c99ee90ee37c,true
P07,6,EE04,Ганцаардсан мэдрэмж төрөхөд идэх хүсэл нэмэгдсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,a03496a6cfe3817070332a4b55c31e68122e64b892d9d8dd0bb3c99ee90ee37c,true
P07,7,HA05,Зууш авахдаа үнэхээр хүсэж байгаа эсэхээ бодолгүй сонгосон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,a03496a6cfe3817070332a4b55c31e68122e64b892d9d8dd0bb3c99ee90ee37c,true
P07,8,IM01,Юуг яг хэзээ хийх нь тодорхойгүйгээс төлөвлөгөөгөө эхлүүлээгүй.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,a03496a6cfe3817070332a4b55c31e68122e64b892d9d8dd0bb3c99ee90ee37c,true
P07,9,HA02,Нэг үйлдлийн дараа юм идэх нь автоматаар үргэлжилдэг дараалал болсон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,a03496a6cfe3817070332a4b55c31e68122e64b892d9d8dd0bb3c99ee90ee37c,true
P07,10,EC01,Өлсөөгүй байсан ч хоол хараад идэх хүсэл төрсөн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,a03496a6cfe3817070332a4b55c31e68122e64b892d9d8dd0bb3c99ee90ee37c,true
P07,11,EC04,Хоолны апп эсвэл сурталчилгаа харсны дараа хоол бодогдсоор байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,a03496a6cfe3817070332a4b55c31e68122e64b892d9d8dd0bb3c99ee90ee37c,true
P07,12,EE02,Сэтгэл гунигтай үед хоол идэх нь түр тайвшруулна гэж мэдэрсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,a03496a6cfe3817070332a4b55c31e68122e64b892d9d8dd0bb3c99ee90ee37c,true
P07,13,SE06,Ядарсан үедээ ч өөрт боломжтой хамгийн жижиг хувилбарыг сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,false,2026075065,a03496a6cfe3817070332a4b55c31e68122e64b892d9d8dd0bb3c99ee90ee37c,true
P07,14,RR04,Нэг удаа төлөвлөснөөс өөр идсэний дараа үлдсэн өдрөө хяналтгүй орхисон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,a03496a6cfe3817070332a4b55c31e68122e64b892d9d8dd0bb3c99ee90ee37c,true
P08,1,EC03,Идэх зүйл ойрхон бэлэн байснаас төлөвлөөгүй үедээ идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,011e45f1af9a84dc07ab1758df19e8f91c0b708427474e22841f18160261cd16,true
P08,2,UC05,Багахан иднэ гэж эхэлсэн ч үргэлжлүүлээд идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,011e45f1af9a84dc07ab1758df19e8f91c0b708427474e22841f18160261cd16,true
P08,3,HA05,Зууш авахдаа үнэхээр хүсэж байгаа эсэхээ бодолгүй сонгосон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,011e45f1af9a84dc07ab1758df19e8f91c0b708427474e22841f18160261cd16,true
P08,4,HS04,Тав тухтай цадсан мөчөө идэж байхдаа анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,011e45f1af9a84dc07ab1758df19e8f91c0b708427474e22841f18160261cd16,true
P08,5,SE02,Зав багатай үед өөрт тохирох боломжит хоолны сонголт хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,false,2026075065,011e45f1af9a84dc07ab1758df19e8f91c0b708427474e22841f18160261cd16,true
P08,6,SE06,Ядарсан үедээ ч өөрт боломжтой хамгийн жижиг хувилбарыг сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,false,2026075065,011e45f1af9a84dc07ab1758df19e8f91c0b708427474e22841f18160261cd16,true
P08,7,BI06,Биеийнхээ талаар тавгүй байсан ч хүссэн үйл ажиллагаандаа оролцсон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,011e45f1af9a84dc07ab1758df19e8f91c0b708427474e22841f18160261cd16,true
P08,8,IM06,Нэг өдөр хийж чадсан зүйлээ дараагийн өдрүүдэд давтахад хэцүү байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,011e45f1af9a84dc07ab1758df19e8f91c0b708427474e22841f18160261cd16,true
P08,9,EE02,Сэтгэл гунигтай үед хоол идэх нь түр тайвшруулна гэж мэдэрсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,011e45f1af9a84dc07ab1758df19e8f91c0b708427474e22841f18160261cd16,true
P08,10,EC06,Хоол харсан эсвэл үнэртсэн ч анхаарлаа өөр зүйлд буцааж чадсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,011e45f1af9a84dc07ab1758df19e8f91c0b708427474e22841f18160261cd16,true
P08,11,EE05,Уурлаж эсвэл бухимдсаны дараа хоол руу хандсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,011e45f1af9a84dc07ab1758df19e8f91c0b708427474e22841f18160261cd16,true
P08,12,UC02,Анх бодсоноосоо илүү хэмжээгээр идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,011e45f1af9a84dc07ab1758df19e8f91c0b708427474e22841f18160261cd16,true
P08,13,RR05,Төлөвлөгөөнөөс хазайсныхаа дараа маргааш нь дүрмээ улам чангалсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,011e45f1af9a84dc07ab1758df19e8f91c0b708427474e22841f18160261cd16,true
P08,14,IM03,Завгүй өдөр хийх хамгийн жижиг хувилбар надад бэлэн байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,011e45f1af9a84dc07ab1758df19e8f91c0b708427474e22841f18160261cd16,true
P09,1,AC02,Сүүлийн 14 хоногт асуулт бүрт нэг ижил хариулт сонгох шаардлагатай мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,6f0485418a455fd1fb12f762bce11a855a1719d65b038b2f164f2604b962d47e,true
P09,2,EE03,Уйдсан үедээ хийх зүйл хайхын оронд юм идэж эхэлсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,6f0485418a455fd1fb12f762bce11a855a1719d65b038b2f164f2604b962d47e,true
P09,3,HA03,Идэж эхэлснээ хэдийн эхэлсний дараа анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,6f0485418a455fd1fb12f762bce11a855a1719d65b038b2f164f2604b962d47e,true
P09,4,EC01,Өлсөөгүй байсан ч хоол хараад идэх хүсэл төрсөн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,6f0485418a455fd1fb12f762bce11a855a1719d65b038b2f164f2604b962d47e,true
P09,5,RR05,Төлөвлөгөөнөөс хазайсныхаа дараа маргааш нь дүрмээ улам чангалсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,6f0485418a455fd1fb12f762bce11a855a1719d65b038b2f164f2604b962d47e,true
P09,6,BI05,Бусад хүн биеийг минь анзаарах вий гэж бодоод хөдөлгөөн хийхээс зайлсхийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,6f0485418a455fd1fb12f762bce11a855a1719d65b038b2f164f2604b962d47e,true
P09,7,BI01,Биеийн төрхөөсөө санаа зовж зураг авахуулахаас зайлсхийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,6f0485418a455fd1fb12f762bce11a855a1719d65b038b2f164f2604b962d47e,true
P09,8,IM03,Завгүй өдөр хийх хамгийн жижиг хувилбар надад бэлэн байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,6f0485418a455fd1fb12f762bce11a855a1719d65b038b2f164f2604b962d47e,true
P09,9,UC02,Анх бодсоноосоо илүү хэмжээгээр идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,6f0485418a455fd1fb12f762bce11a855a1719d65b038b2f164f2604b962d47e,true
P09,10,SE04,Идэх зүйл ойрхон байсан ч идэх эсэхээ бодож сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,false,2026075065,6f0485418a455fd1fb12f762bce11a855a1719d65b038b2f164f2604b962d47e,true
P09,11,SE06,Ядарсан үедээ ч өөрт боломжтой хамгийн жижиг хувилбарыг сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,false,2026075065,6f0485418a455fd1fb12f762bce11a855a1719d65b038b2f164f2604b962d47e,true
P09,12,UC01,Идэж эхэлсний дараа хүссэн үедээ зогсоох хэцүү байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,6f0485418a455fd1fb12f762bce11a855a1719d65b038b2f164f2604b962d47e,true
P09,13,HS04,Тав тухтай цадсан мөчөө идэж байхдаа анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,6f0485418a455fd1fb12f762bce11a855a1719d65b038b2f164f2604b962d47e,true
P09,14,HS01,Өлсөлт хэт хүчтэй болохоос өмнө биеийн дохиогоо анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,6f0485418a455fd1fb12f762bce11a855a1719d65b038b2f164f2604b962d47e,true
P10,1,EC05,Хоолны тухай бодол хийж байсан зүйлээс минь анхаарал сарниулсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,9d54a43eef7b913909b43323a4ed57de14b68e690fb17cce813417495f367d14,true
P10,2,EE02,Сэтгэл гунигтай үед хоол идэх нь түр тайвшруулна гэж мэдэрсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,9d54a43eef7b913909b43323a4ed57de14b68e690fb17cce813417495f367d14,true
P10,3,HS01,Өлсөлт хэт хүчтэй болохоос өмнө биеийн дохиогоо анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,9d54a43eef7b913909b43323a4ed57de14b68e690fb17cce813417495f367d14,true
P10,4,BI01,Биеийн төрхөөсөө санаа зовж зураг авахуулахаас зайлсхийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,9d54a43eef7b913909b43323a4ed57de14b68e690fb17cce813417495f367d14,true
P10,5,UC02,Анх бодсоноосоо илүү хэмжээгээр идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,9d54a43eef7b913909b43323a4ed57de14b68e690fb17cce813417495f367d14,true
P10,6,IM01,Юуг яг хэзээ хийх нь тодорхойгүйгээс төлөвлөгөөгөө эхлүүлээгүй.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,9d54a43eef7b913909b43323a4ed57de14b68e690fb17cce813417495f367d14,true
P10,7,SE04,Идэх зүйл ойрхон байсан ч идэх эсэхээ бодож сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,false,2026075065,9d54a43eef7b913909b43323a4ed57de14b68e690fb17cce813417495f367d14,true
P10,8,HA04,Танил орчинд ороход идэх үйлдэл өөрөө эхэлдэг мэт байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,9d54a43eef7b913909b43323a4ed57de14b68e690fb17cce813417495f367d14,true
P10,9,BI02,Биеэ харах эвгүй санагдсанаас толиноос зайлсхийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,9d54a43eef7b913909b43323a4ed57de14b68e690fb17cce813417495f367d14,true
P10,10,RR02,Зарим хоолыг өөртөө бүрэн хориглох дүрэм тогтоосон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,9d54a43eef7b913909b43323a4ed57de14b68e690fb17cce813417495f367d14,true
P10,11,EC03,Идэх зүйл ойрхон бэлэн байснаас төлөвлөөгүй үедээ идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,9d54a43eef7b913909b43323a4ed57de14b68e690fb17cce813417495f367d14,true
P10,12,HS03,Өлссөнөө бие их сульдсаны дараа л анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,9d54a43eef7b913909b43323a4ed57de14b68e690fb17cce813417495f367d14,true
P10,13,HA05,Зууш авахдаа үнэхээр хүсэж байгаа эсэхээ бодолгүй сонгосон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,9d54a43eef7b913909b43323a4ed57de14b68e690fb17cce813417495f367d14,true
P10,14,IM04,Өдрийн хуваарь өөрчлөгдөхөд төлөвлөгөө тэр чигтээ тасарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,9d54a43eef7b913909b43323a4ed57de14b68e690fb17cce813417495f367d14,true
P11,1,EC01,Өлсөөгүй байсан ч хоол хараад идэх хүсэл төрсөн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,f934484af633f28056869c19ae173062cc39f9becf81fb3bb165d240ca801d0c,true
P11,2,BI01,Биеийн төрхөөсөө санаа зовж зураг авахуулахаас зайлсхийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,f934484af633f28056869c19ae173062cc39f9becf81fb3bb165d240ca801d0c,true
P11,3,EC05,Хоолны тухай бодол хийж байсан зүйлээс минь анхаарал сарниулсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,f934484af633f28056869c19ae173062cc39f9becf81fb3bb165d240ca801d0c,true
P11,4,EE04,Ганцаардсан мэдрэмж төрөхөд идэх хүсэл нэмэгдсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,f934484af633f28056869c19ae173062cc39f9becf81fb3bb165d240ca801d0c,true
P11,5,IM05,Нэг удаа алгассан ч дараагийн боломж дээрээ эргэн үргэлжлүүлсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,f934484af633f28056869c19ae173062cc39f9becf81fb3bb165d240ca801d0c,true
P11,6,SE05,Нэг удаа төлөвлөснөөс өөр идсэн ч дараагийн боломж дээр эргэн үргэлжлүүлж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,true,2026075065,f934484af633f28056869c19ae173062cc39f9becf81fb3bb165d240ca801d0c,true
P11,7,BI02,Биеэ харах эвгүй санагдсанаас толиноос зайлсхийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,f934484af633f28056869c19ae173062cc39f9becf81fb3bb165d240ca801d0c,true
P11,8,EE01,Сүүлийн 14 хоногт стресстсэн үедээ өлсөөгүй байсан ч юм идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,f934484af633f28056869c19ae173062cc39f9becf81fb3bb165d240ca801d0c,true
P11,9,RR02,Зарим хоолыг өөртөө бүрэн хориглох дүрэм тогтоосон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,f934484af633f28056869c19ae173062cc39f9becf81fb3bb165d240ca801d0c,true
P11,10,RR04,Нэг удаа төлөвлөснөөс өөр идсэний дараа үлдсэн өдрөө хяналтгүй орхисон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,f934484af633f28056869c19ae173062cc39f9becf81fb3bb165d240ca801d0c,true
P11,11,HA06,Давтагддаг нөхцөлд идэхээсээ өмнө сонголтоо зориуд хийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,f934484af633f28056869c19ae173062cc39f9becf81fb3bb165d240ca801d0c,true
P11,12,HS01,Өлсөлт хэт хүчтэй болохоос өмнө биеийн дохиогоо анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,f934484af633f28056869c19ae173062cc39f9becf81fb3bb165d240ca801d0c,true
P11,13,UC04,Идэж байхдаа үйлдлээ өөрөө удирдаж чадахгүй мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,f934484af633f28056869c19ae173062cc39f9becf81fb3bb165d240ca801d0c,true
P11,14,HA02,Нэг үйлдлийн дараа юм идэх нь автоматаар үргэлжилдэг дараалал болсон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,f934484af633f28056869c19ae173062cc39f9becf81fb3bb165d240ca801d0c,true
P12,1,IM01,Юуг яг хэзээ хийх нь тодорхойгүйгээс төлөвлөгөөгөө эхлүүлээгүй.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,5275c8a34626ec28c3e39a57a8f83dc85d70569c465e7f00baa84ce47c803b1f,true
P12,2,EC04,Хоолны апп эсвэл сурталчилгаа харсны дараа хоол бодогдсоор байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,5275c8a34626ec28c3e39a57a8f83dc85d70569c465e7f00baa84ce47c803b1f,true
P12,3,HS05,Цадсан эсэхээ мэдэхэд эргэлзсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,5275c8a34626ec28c3e39a57a8f83dc85d70569c465e7f00baa84ce47c803b1f,true
P12,4,SE04,Идэх зүйл ойрхон байсан ч идэх эсэхээ бодож сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,false,2026075065,5275c8a34626ec28c3e39a57a8f83dc85d70569c465e7f00baa84ce47c803b1f,true
P12,5,UC03,Цадсанаа анзаарсан ч үргэлжлүүлэн идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,5275c8a34626ec28c3e39a57a8f83dc85d70569c465e7f00baa84ce47c803b1f,true
P12,6,RR01,Өөртөө тавьсан хоолны дүрмээс багахан зөрөхөд төлөвлөгөө нурсан мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,5275c8a34626ec28c3e39a57a8f83dc85d70569c465e7f00baa84ce47c803b1f,true
P12,7,EE03,Уйдсан үедээ хийх зүйл хайхын оронд юм идэж эхэлсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,5275c8a34626ec28c3e39a57a8f83dc85d70569c465e7f00baa84ce47c803b1f,true
P12,8,IM04,Өдрийн хуваарь өөрчлөгдөхөд төлөвлөгөө тэр чигтээ тасарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,5275c8a34626ec28c3e39a57a8f83dc85d70569c465e7f00baa84ce47c803b1f,true
P12,9,HA04,Танил орчинд ороход идэх үйлдэл өөрөө эхэлдэг мэт байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,5275c8a34626ec28c3e39a57a8f83dc85d70569c465e7f00baa84ce47c803b1f,true
P12,10,RR05,Төлөвлөгөөнөөс хазайсныхаа дараа маргааш нь дүрмээ улам чангалсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,5275c8a34626ec28c3e39a57a8f83dc85d70569c465e7f00baa84ce47c803b1f,true
