persona_run_id,persona_code,block_order,blinded_item_id,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only,status_label
SPR-SP01,SP01,1,B013,Идэж байгаагаа хэсэг хугацааны дараа л мэдсэн.,Хичээлийн завсарлагаар утсаа үзэж байхдаа зууш идэж эхэлснээ дараа нь анзаарна.,true,Бага зэрэг тохирно,true,хэсэг хугацааны дараа,false,false,false,false,4,Утсаа үзэх үед анзааралгүй идэж эхлэх нь хааяа тохиолдож болох тул бага зэрэг тохирно гэж сонгов.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP05,SP05,1,B018,Эхэндээ идэхээр бодсоноосоо илүү идсэн.,Орой ажил тараад нэг порц авсан ч идэж дуусаад дахин нэмээд идсэн.,true,Олон удаа,true,байхгүй,false,false,false,false,5,Хариултын сонголтууд давтамжийг ойлгомжтой ялгаж байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP05,SP05,2,B019,Завгүй өдөрт зориулж хоолны төлөвлөгөөнийхөө амархан хувилбарыг урьдчилж бэлдсэн.,Ажлын ачаалалтай өдөр идэхээр салат эсвэл бэлэн хоолоо өмнөх орой нь бэлдсэн.,true,Заримдаа,true,энгийн хувилбар,false,false,true,false,4,Урьдчилж бэлдэх үйлдэл тодорхой боловч энгийн гэдэг нь хүн бүрт өөр байж болно.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP05,SP05,3,B032,Ядарсан үедээ төлөвлөгөөгөө бүрэн биш ч хэсэгчлэн дагаж чадна гэдэгтээ хэр итгэлтэй вэ?,Ажлын дараа ядарсан ч оройн хоолноосоо зөвхөн төлөвлөсөн хэмжээгээр идэж чадна гэж бодох.,true,Дунд зэрэг итгэлтэй,true,хэсэгчлэн хэрэгжүүлэх,false,false,true,false,4,Ядарсан үеийн төсөөлсөн нөхцөл болон итгэлийн түвшнийг сонгож болно.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP05,SP05,4,B003,Таагүй мэдрэмж төрөхөд идэхгүйгээр тэр мэдрэмжээ хэсэг тэвчсэн.,Сэтгэл дундуур үедээ зууш авахын оронд хэдэн минут өөр зүйл хийж өнгөрөөсөн.,true,Ховор,true,таагүй мэдрэмж,false,false,true,false,4,Нэг үйл явдлын давтамжийг асууж байгаа ч таагүй мэдрэмжийн утга өргөн байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP05,SP05,5,B011,Хоолны дүрмээс жаахан зөрөхөд бүх зүйл талаар боллоо гэж санагдсан.,Төлөвлөөгүй амттан идсэний дараа өнөөдрийн хооллолт бүхэлдээ алдагдлаа гэж бодсон.,true,Олон удаа,true,хоолны дүрэм,false,false,false,false,5,Жижиг зөрчил гарсны дараах мэдрэмжийг давтамжаар хариулахад ойлгомжтой байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP05,SP05,6,B042,Өдөр бүрийн нэг давтагддаг үйлдлийн дараа өөрөө ч анзааралгүй юм иддэг.,Компьютерийн өмнө ажлаа дуусгасны дараа шууд амттан авдаг.,true,Ихэнхдээ тохирно,true,бодолгүйгээр,false,false,false,false,5,Давтагддаг үйлдлийн дараах идэх үйлдлийг ерөнхий байдлаар үнэлэхэд тохиромжтой байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP05,SP05,7,B021,Стресстэй өдөр хоолны төлөвлөгөөгөө дагаж чадна гэдэгтээ хэр итгэлтэй вэ?,Ажил дээр дарамттай өдөр байсан ч төлөвлөсөн оройн хоолоо идэж чадна гэж бодох.,true,Бага зэрэг итгэлтэй,true,стресстэй өдөр,false,false,true,false,5,Төсөөлсөн нөхцөлд итгэлийн түвшнийг сонгох сонголтууд тодорхой байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP05,SP05,8,B038,Идэж байхдаа таатай цадсан үеэ анзаарсан.,Хоол идэж байхдаа хангалттай боллоо гэж мэдрээд зогссон.,true,Заримдаа,true,таатайгаар цадсан,false,false,true,false,4,Идэж байх үеийн мэдрэмжийг эргэн санаж давтамжаар хариулж болно.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP05,SP05,9,B008,Төлөвлөснөөс өөр хооллосон ч дараагийн хоолондоо хэвийн байдлаар хооллосон.,Өдрийн хоолондоо төлөвлөөгүй зүйл идсэн ч оройн хоолондоо дахин төлөвлөгөөндөө орсон.,true,Ховор,true,хэвийн хооллолт,false,false,true,false,4,Дараагийн хоолонд юу хийснээ давтамжаар хариулахад ойлгомжтой боловч хэвийн гэдэг нь өргөн утгатай.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP05,SP05,10,B027,Хоолны үнэр үнэртээд идэхээр шийдсэн.,Кафены хоолны үнэр үнэртээд өлсөөгүй байсан ч юм идэхээр авсан.,true,Олон удаа,true,байхгүй,false,false,false,false,5,Үнэрийн дараа идэх шийдвэр гарсан эсэхийг давтамжаар хариулахад ойлгомжтой байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP05,SP05,11,B025,Зууш сонгохдоо үнэхээр идэх хүсэлтэй эсэхээ бодолгүй авсан.,Дэлгүүрийн кассан дээр шоколад хараад идмээр байгаа эсэхээ бодолгүй авсан.,true,Ихэнхдээ тохирно,true,идэх хүсэл,false,false,false,false,5,Зууш сонгох үеийн ердийн үйлдлийг сонголтуудаар тодорхой үнэлж болно.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP06,SP06,1,B040,Байнга давтагддаг үед идэх зүйлээ урьдчилж бодож сонгосон.,Шөнийн ээлжийн завсарлага бүрт лангуунаас юу авахаа идэхээсээ өмнө бодсон.,true,Дунд зэрэг тохирно,true,Давтагддаг нөхцөл,false,false,true,false,4,Ерөнхий хугацааг давтагддаг ажлын завсарлагатай холбон дунд сонголт хийсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP06,SP06,2,B014,Уурлаж эсвэл бухимдсаны дараа хоол идсэн.,Ажлын хуваарь гэнэт солигдоход бухимдаад гэртээ ирэн зууш идсэн.,true,Заримдаа,true,,false,false,true,false,5,14 хоногийн дотор тохиолдсон жишээг санаж давтамжийн дунд сонголт хийсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP06,SP06,3,B041,Өлссөнөө мэдсэн ч яг идэх үү гэж шийдэхэд амаргүй байсан.,Шөнийн ээлжийн үеэр өлссөн ч завсарлага удахгүй дуусах тул идэх эсэхдээ эргэлзсэн.,true,Олон удаа,true,идэж эхлэх эсэхээ шийдэх,false,false,false,false,4,14 хоногийн ээлжийн хэд хэдэн үеийг санаж өндөр давтамж сонгосон; шийдвэрийн хэллэг бага зэрэг өргөн санагдсан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP06,SP06,4,B015,Энэ асуулгын асуултууд хэт адилхан мэт байсан.,Хоол идсэн үеийн тухай хэд хэдэн асуултыг уншаад өмнөхтэй төстэй санагдсан.,true,Дунд зэрэг санал нийлнэ,true,хэт төстэй,false,false,false,false,4,Одоогийн асуулгуудын зарим нь төстэй боловч бүгд адил биш гэж үзэн дунд сонголт хийсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP06,SP06,5,B020,Бэлтгэх ажил их байсан болохоор хийхээр төлөвлөснөө дараа болгосон.,Ээлжийн өмнө хоол бэлтгэхэд олон зүйл хэрэгтэй санагдаж маргааш болтол хойшлуулсан.,true,Олон удаа,true,төлөвлөснөө,false,false,true,false,4,14 хоногийн завгүй хуваарьт хэд хэдэн хойшлуулсан үе таарч өндөр давтамж сонгосон; юу төлөвлөснийг асуулт тодорхойлоогүй.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP06,SP06,6,B002,Гуниглах үед хоол идсэний дараа түр зуур арай тайван болсон.,Ахмад гэр бүлийн хүний асаргаанд санаа зовсон орой юм идээд хэсэгхэн тайвширсан.,true,Заримдаа,true,,false,false,false,false,4,14 хоногийн дотор зарим удаа тохиолдсон жишээнд тулгуурлан дунд давтамж сонгосон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP06,SP06,7,B023,Дассан газартаа байхдаа сайн бодолгүй идэж эхэлсэн.,Шөнийн ээлжийн танил амралтын өрөөнд байсан зуушнаас анзааралгүй авч идсэн.,true,Дунд зэрэг тохирно,true,бодолгүйгээр,false,false,true,false,4,Ерөнхий хугацааг танил ажлын орчинтой холбон дунд сонголт хийсэн; бодолгүй гэдэг нь хэмжээгүй хэллэг санагдсан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP06,SP06,8,B039,Хоол гарын дор байсан ч идэхгүй байхаа сонгож чадна гэдэгтээ хэр итгэлтэй вэ?,Амралтын өрөөний ширээн дээр амттан байхад авахгүй өнгөрөхийг төсөөлсөн.,true,Дунд зэрэг итгэлтэй,true,идэх эсэхээ сонгож чадна,false,false,true,false,4,Төсөөлсөн танил нөхцөлд идэх эсэхийн сонголтыг дунд зэргийн итгэлтэй гэж хариулсан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP06,SP06,9,B006,Ядарсан үед сонгосон хооллолтын нэг амархан алхмыг хийж чадна гэдэгтээ хэр итгэлтэй вэ?,Шөнийн ээлжийн дараа ядарсан ч ус уух эсвэл бэлдсэн хоолоо авахыг төсөөлсөн.,true,Их итгэлтэй,true,хооллолтын нэг энгийн алхам,false,false,true,false,4,Нэг энгийн алхмын жишээг өөрөө сонгон төсөөлөөд өндөр итгэлтэй гэсэн хариулт өгсөн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP06,SP06,10,B024,Нэг удаа төлөвлөөгүй зүйл идсэний дараа дараагийн хоолондоо төлөвлөгөөгөө дагаагүй.,Ээлжийн үеэр төлөвлөөгүй зууш идээд дараагийн хоолондоо бэлдсэн хоолоо сонгоогүй.,true,Заримдаа,true,төлөвлөгөөгөө үргэлжлүүлээгүй,false,false,true,false,4,14 хоногийн зарим тохиолдлыг санаж дунд давтамж сонгосон; үргэлжлүүлэх гэдэг нь яг ямар үйлдлийг хэлснийг өөрөө тайлбарласан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP07,SP07,1,B035,Завгүй үедээ урьдчилж бодсон хялбар хоолоо сонгож идсэн.,Мал дагаж яваад завгүй болсон өдөр өмнө нь сонгосон хялбар хоол байсан эсэхээ бодно.,true,Огт байгаагүй,false,урьдчилан сонгосон энгийн хоолны хувилбар,false,false,false,true,4,Завгүй байх нь тохирох боловч урьдчилан сонгосон хоол байгаагүй тул эхний сонголтыг авсан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP07,SP07,2,B039,Идэх юм ойр байхад идэх эсэхээ өөрөө шийдэж чадна гэдэгтээ хэр итгэлтэй вэ?,Гэрт бэлэн хоол ойр байхад идэх эсэхээ өөрөө шийдэх байдлаа төсөөлнө.,true,Дунд зэрэг итгэлтэй,true,Идэх зүйл,false,false,false,false,4,Ойр байгаа идэх зүйлийн тухай төсөөлөхөд дунд зэргийн итгэлтэй гэсэн сонголтыг авсан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP07,SP07,3,B032,Ядарсан үедээ хоолны төлөвлөгөөгөө бүхэлд нь биш ч багахан хэмжээгээр дагаж чадна гэдэгтээ хэр итгэлтэй вэ?,Удаан ажилласны дараа хоолны төлөвлөгөө байвал түүнээсээ ядаж нэг хэсгийг нь хийх эсэхээ төсөөлнө.,false,Бага зэрэг итгэлтэй,false,хооллолтын төлөвлөгөө,false,false,false,true,3,Ядарсан үеийг төсөөлж болох ч хоолны төлөвлөгөө тодорхой биш тул бага зэрэг итгэлтэй гэсэн сонголтыг авсан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP07,SP07,4,B008,Төлөвлөөгүй хоол идсэн ч дараагийн хоолон дээрээ ердийнхөөрөө идсэн.,Өмнө нь хоолоо төлөвлөөгүй бол энэ асуултад таарах тохиолдлыг олоход бэрх байна.,false,Огт байгаагүй,false,хэвийн хооллолт,false,false,false,true,3,Өмнөх хоолны төлөвлөгөө байхгүй тул өгүүлсэн тохиолдол таараагүй гэж сонгосон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP07,SP07,5,B041,Өлсөж байгаагаа мэдсэн ч идэх үү гэдгээ шийдэхэд хэцүү байсан.,"Ажил дундуур өлссөнөө мэдээд шууд идэх үү, дараа идэх үү гэж эргэлзсэн үеэ санана.",true,Ховор,true,,false,false,false,false,4,Сүүлийн 14 хоногт ийм шийдвэр гаргахад бэрх үе ховор байсан гэж сонгосон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP07,SP07,6,B018,Анх иднэ гэж бодсоноосоо илүү их идсэн.,Хооллож эхлэхдээ бодсон хэмжээнээсээ илүү идсэн өдрөө санана.,true,Ховор,true,,false,false,true,false,4,Сүүлийн 14 хоногт бодсоноосоо илүү идсэн тохиолдол ховор гэж сонгосон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP07,SP07,7,B013,Идэж эхэлснээ хэсэг өнгөрсний дараа л мэдсэн.,Өдөр тутам хооллож эхэлснээ шууд анзаардаг эсэхээ бодно.,true,Бага зэрэг тохирно,true,,false,false,true,false,4,Ерөнхийдөө энэ өгүүлбэр бага зэрэг тохирно гэсэн сонголтыг авсан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP07,SP07,8,B027,Хоолны үнэр үнэртээд идэхээр шийдсэн.,Гэрийн хоолны үнэр үнэртэхэд идэхээр шийдсэн үеэ сүүлийн 14 хоногоос санана.,true,Заримдаа,true,,false,false,false,false,4,Сүүлийн 14 хоногт хоолны үнэрээс болж идэхээр шийдсэн нь заримдаа байсан гэж сонгосон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP07,SP07,9,B033,Тодорхой газар очихоороо бодолгүйгээр идэх юм руу гараа сунгасан.,Гэрийн нэг газар эсвэл дэлгүүрт очиход шууд идэх юм авах зуршил байдаг эсэхээ бодно.,false,Бага зэрэг тохирно,false,Тодорхой газар болоход,false,false,true,false,3,Тодорхой газар гэсэн хэллэг өргөн санагдсан тул өгүүлбэр бага зэрэг тохирно гэж сонгосон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP07,SP07,10,B009,Энэ асуултад хариулахдаа өмнөх хариулттайгаа ижил сонголт хийх ёстой юм шиг санагдсан.,Нэг асуултад хариулсны дараа дараагийн асуултад мөн адилхан сонголт хийх ёстой мэт мэдрэмж төрсөн эсэхээ бодно.,true,Бага зэрэг санал нийлнэ,true,,false,false,false,false,4,Одоогийн асуулгад өмнөх хариултыг дагах ёстой мэт мэдрэмж бага зэрэг төрсөн гэж сонгосон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP08,SP08,1,B031,Өлсгөлөн маш хүчтэй болохоос өмнө би өлсөж эхэлснээ мэдэрсэн.,"Ажилдаа анхаараад сууж байхдаа гэдэс бага зэрэг хонхолзож эхлэхийг анзаарч, дараа нь хооллосон.",true,Заримдаа,true,хэт хүчтэй,false,false,true,false,4,"14 хоногийн хугацааг ойлгомжтой хэрэглэж, тохиолдлын давтамжийг “Заримдаа” гэж сонгов.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP08,SP08,2,B014,Уурлаж эсвэл бухимдсаны дараа би юм идсэн.,"Ажлын захиалга гэнэт өөрчлөгдсөний дараа бухимдаж, өлсөөгүй ч зууш идсэн.",true,Заримдаа,true,юм идсэн,false,false,true,false,4,"Уурласан эсвэл бухимдсан үеийг хамтад нь нэг төрлийн боломж гэж авч, “Заримдаа” гэж сонгов.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP08,SP08,3,B011,Хоолны дүрмээ жаахан зөрчихөд бүх оролдлого нурсан юм шиг надад санагдсан.,Төлөвлөөгүй амттан идсэний дараа тэр өдрийн хооллолтоо аль хэдийн алдсан мэт бодсон.,true,Олон удаа,true,бүх зүйл бүтэлгүйтсэн,false,true,true,false,5,“Бүх зүйл бүтэлгүйтсэн” гэдэг өргөн хүрээтэй хэллэгийг тухайн өдрийн хоолны оролдлого гэж ойлгон “Олон удаа” гэж сонгов.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP08,SP08,4,B012,Төлөвлөөгүй зүйл идсэнийхээ дараа тэр өдрийн үлдсэн хоолны төлөвлөгөөг дагахаа больсон.,"Өдрийн хоолонд төлөвлөснөөс өөр зүйл идээд, оройн хоолоо ч төлөвлөгөөгүй сонгосон.",true,Олон удаа,true,хоолны төлөвлөгөөгөө орхисон,false,false,true,false,5,“Орхисон” гэдгийг өдрийн үлдсэн төлөвлөгөөг дагахаа больсон гэж ойлгон “Олон удаа” гэж сонгов.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP08,SP08,5,B021,Стресс ихтэй өдөр хоолны төлөвлөгөөгөө баримталж чадна гэдэгт би хэр итгэлтэй байна вэ?,Шахуу хугацаатай хэд хэдэн ажил давхцсан өдөр урьдчилан сонгосон хоолоо идэж байгаагаар төсөөлсөн.,true,Бага зэрэг итгэлтэй,true,хоолны төлөвлөгөө,false,false,true,false,4,"Төсөөлсөн стресстэй өдрийг ашиглаж, өгөгдсөн итгэлийн шатлалаас “Бага зэрэг итгэлтэй” гэж сонгов.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP08,SP08,6,B017,Төлөвлөгөөгөө яг мөрдөөгүй өдрөө би бүтэлгүй өдөр гэж тооцсон.,Төлөвлөсөн цагаасаа орой хооллосныхоо дараа тэр өдрийн төлөвлөгөө амжилтгүй болсон гэж үзсэн.,true,Олон удаа,true,яг дагаагүй,false,true,true,false,5,“Яг дагаагүй” гэдгийг хугацаа эсвэл сонголтоос ямар нэг зөрүү гарсан гэж ойлгон “Олон удаа” гэж сонгов.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP08,SP08,7,B034,Байнга хийдэг нэг үйлдэл дуусахад би бодолгүйгээр идэж эхэлдэг.,Орой ажлын компьютераа хаасны дараа гал тогооноос зууш авах нь шууд дараагийн үйлдэл болсон.,true,Ихэнхдээ тохирно,true,тогтмол хийдэг нэг зүйл,false,false,true,false,4,"Нэг давтагддаг ажлын төгсгөлийг жишиг болгож, ерөнхий тохирлыг “Ихэнхдээ тохирно” гэж сонгов.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP08,SP08,8,B006,Ядарсан үедээ урьдчилан сонгосон хооллолтын нэг хялбар алхмыг хийж чадна гэдэгт би хэр итгэлтэй байна вэ?,Орой ядарсан үедээ хоол захиалахын өмнө ус уух гэсэн сонгосон алхмаа хийж байгаагаар төсөөлсөн.,true,Дунд зэрэг итгэлтэй,true,нэг энгийн алхам,false,false,true,false,4,"Жишээ болгон нэг тодорхой алхам сонгож, итгэлийн түвшнийг “Дунд зэрэг итгэлтэй” гэж тэмдэглэв.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
