persona_code,block_order,blinded_item_id,revised_item_key,source_item_key,assignment_hash,synthetic_review_only,status_label
SP01,1,B013,HA03-V21,HA03,525c3d66ce7bb5f5dfd6c3cbbfce947a810cdff94b36d0d85734d1bc60eef722,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP07,8,B027,EC02-V21,EC02,174b1b4dd6bb95778d137cb36de66009aa04b44e6f507509ff45d2071b8d2a93,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP07,9,B033,HA01-V21,HA01,174b1b4dd6bb95778d137cb36de66009aa04b44e6f507509ff45d2071b8d2a93,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP07,10,B009,AC02-V21-A,AC02,174b1b4dd6bb95778d137cb36de66009aa04b44e6f507509ff45d2071b8d2a93,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP08,1,B031,HS01-V21,HS01,5df78c0303a5da16f557ff87d509d1881bac6a5b439a8a64a6e34a6fd313a277,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP08,2,B014,EE05-V21,EE05,5df78c0303a5da16f557ff87d509d1881bac6a5b439a8a64a6e34a6fd313a277,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP08,3,B011,RR01-V21,RR01,5df78c0303a5da16f557ff87d509d1881bac6a5b439a8a64a6e34a6fd313a277,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP08,4,B012,RR04-V21-A,RR04,5df78c0303a5da16f557ff87d509d1881bac6a5b439a8a64a6e34a6fd313a277,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP08,5,B021,SE01-V21,SE01,5df78c0303a5da16f557ff87d509d1881bac6a5b439a8a64a6e34a6fd313a277,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP08,6,B017,RR03-V21,RR03,5df78c0303a5da16f557ff87d509d1881bac6a5b439a8a64a6e34a6fd313a277,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP08,7,B034,HA02-V21-B,HA02,5df78c0303a5da16f557ff87d509d1881bac6a5b439a8a64a6e34a6fd313a277,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP08,8,B006,SE06-V21-A,SE06,5df78c0303a5da16f557ff87d509d1881bac6a5b439a8a64a6e34a6fd313a277,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP08,9,B030,IM05-V21,IM05,5df78c0303a5da16f557ff87d509d1881bac6a5b439a8a64a6e34a6fd313a277,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP08,10,B009,AC02-V21-A,AC02,5df78c0303a5da16f557ff87d509d1881bac6a5b439a8a64a6e34a6fd313a277,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP08,11,B027,EC02-V21,EC02,5df78c0303a5da16f557ff87d509d1881bac6a5b439a8a64a6e34a6fd313a277,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP09,1,B025,HA05-V21,HA05,9f61f9a2d2dbe5ca947e516e28162143c9ec22bccf188cf2073edf02150424ad,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP09,2,B027,EC02-V21,EC02,9f61f9a2d2dbe5ca947e516e28162143c9ec22bccf188cf2073edf02150424ad,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP09,3,B029,BI04-V21,BI04,9f61f9a2d2dbe5ca947e516e28162143c9ec22bccf188cf2073edf02150424ad,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP09,4,B033,HA01-V21,HA01,9f61f9a2d2dbe5ca947e516e28162143c9ec22bccf188cf2073edf02150424ad,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP09,5,B002,EE02-V21,EE02,9f61f9a2d2dbe5ca947e516e28162143c9ec22bccf188cf2073edf02150424ad,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP09,6,B007,EE06-V21-A,EE06,9f61f9a2d2dbe5ca947e516e28162143c9ec22bccf188cf2073edf02150424ad,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP09,7,B039,SE04-V21,SE04,9f61f9a2d2dbe5ca947e516e28162143c9ec22bccf188cf2073edf02150424ad,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP09,8,B037,SE05-V21,SE05,9f61f9a2d2dbe5ca947e516e28162143c9ec22bccf188cf2073edf02150424ad,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP09,9,B016,HS06-V21-B,HS06,9f61f9a2d2dbe5ca947e516e28162143c9ec22bccf188cf2073edf02150424ad,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP09,10,B024,RR04-V21-B,RR04,9f61f9a2d2dbe5ca947e516e28162143c9ec22bccf188cf2073edf02150424ad,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP09,11,B004,UC06-V21,UC06,9f61f9a2d2dbe5ca947e516e28162143c9ec22bccf188cf2073edf02150424ad,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP10,1,B028,UC04-V21,UC04,2ac7cd9c438e6e69853bf00c6293d3e5fd770e6a29aa11eef3df9bbce7aaf0aa,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP10,2,B008,RR06-V21,RR06,2ac7cd9c438e6e69853bf00c6293d3e5fd770e6a29aa11eef3df9bbce7aaf0aa,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP10,3,B031,HS01-V21,HS01,2ac7cd9c438e6e69853bf00c6293d3e5fd770e6a29aa11eef3df9bbce7aaf0aa,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP10,4,B037,SE05-V21,SE05,2ac7cd9c438e6e69853bf00c6293d3e5fd770e6a29aa11eef3df9bbce7aaf0aa,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP10,5,B019,IM03-V21-A,IM03,2ac7cd9c438e6e69853bf00c6293d3e5fd770e6a29aa11eef3df9bbce7aaf0aa,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP10,6,B021,SE01-V21,SE01,2ac7cd9c438e6e69853bf00c6293d3e5fd770e6a29aa11eef3df9bbce7aaf0aa,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP10,7,B033,HA01-V21,HA01,2ac7cd9c438e6e69853bf00c6293d3e5fd770e6a29aa11eef3df9bbce7aaf0aa,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP10,8,B005,EC06-V21,EC06,2ac7cd9c438e6e69853bf00c6293d3e5fd770e6a29aa11eef3df9bbce7aaf0aa,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP10,9,B034,HA02-V21-B,HA02,2ac7cd9c438e6e69853bf00c6293d3e5fd770e6a29aa11eef3df9bbce7aaf0aa,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP10,10,B007,EE06-V21-A,EE06,2ac7cd9c438e6e69853bf00c6293d3e5fd770e6a29aa11eef3df9bbce7aaf0aa,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP11,1,B025,HA05-V21,HA05,dee3a3f24b806a46d0c06b17c14a027612080ab5f4b9beb446b99ea3b9f082f4,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP11,2,B007,EE06-V21-A,EE06,dee3a3f24b806a46d0c06b17c14a027612080ab5f4b9beb446b99ea3b9f082f4,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP11,3,B016,HS06-V21-B,HS06,dee3a3f24b806a46d0c06b17c14a027612080ab5f4b9beb446b99ea3b9f082f4,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP11,4,B020,IM02-V21,IM02,dee3a3f24b806a46d0c06b17c14a027612080ab5f4b9beb446b99ea3b9f082f4,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP11,5,B028,UC04-V21,UC04,dee3a3f24b806a46d0c06b17c14a027612080ab5f4b9beb446b99ea3b9f082f4,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP11,6,B038,HS04-V21,HS04,dee3a3f24b806a46d0c06b17c14a027612080ab5f4b9beb446b99ea3b9f082f4,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP11,7,B036,EC04-V21,EC04,dee3a3f24b806a46d0c06b17c14a027612080ab5f4b9beb446b99ea3b9f082f4,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP11,8,B002,EE02-V21,EE02,dee3a3f24b806a46d0c06b17c14a027612080ab5f4b9beb446b99ea3b9f082f4,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP11,9,B006,SE06-V21-A,SE06,dee3a3f24b806a46d0c06b17c14a027612080ab5f4b9beb446b99ea3b9f082f4,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP11,10,B023,HA04-V21,HA04,dee3a3f24b806a46d0c06b17c14a027612080ab5f4b9beb446b99ea3b9f082f4,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP11,11,B012,RR04-V21-A,RR04,dee3a3f24b806a46d0c06b17c14a027612080ab5f4b9beb446b99ea3b9f082f4,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP12,1,B022,SE03-V21,SE03,12a750fbfaad4917c491edfd26bf79d4538ca932d17868a600be46ea08f886a1,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP12,2,B041,HS06-V21-A,HS06,12a750fbfaad4917c491edfd26bf79d4538ca932d17868a600be46ea08f886a1,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP12,3,B018,UC02-V21,UC02,12a750fbfaad4917c491edfd26bf79d4538ca932d17868a600be46ea08f886a1,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP12,4,B007,EE06-V21-A,EE06,12a750fbfaad4917c491edfd26bf79d4538ca932d17868a600be46ea08f886a1,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP12,5,B017,RR03-V21,RR03,12a750fbfaad4917c491edfd26bf79d4538ca932d17868a600be46ea08f886a1,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP12,6,B005,EC06-V21,EC06,12a750fbfaad4917c491edfd26bf79d4538ca932d17868a600be46ea08f886a1,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP12,7,B025,HA05-V21,HA05,12a750fbfaad4917c491edfd26bf79d4538ca932d17868a600be46ea08f886a1,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP12,8,B019,IM03-V21-A,IM03,12a750fbfaad4917c491edfd26bf79d4538ca932d17868a600be46ea08f886a1,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP12,9,B001,HS03-V21,HS03,12a750fbfaad4917c491edfd26bf79d4538ca932d17868a600be46ea08f886a1,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP12,10,B013,HA03-V21,HA03,12a750fbfaad4917c491edfd26bf79d4538ca932d17868a600be46ea08f886a1,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP12,11,B021,SE01-V21,SE01,12a750fbfaad4917c491edfd26bf79d4538ca932d17868a600be46ea08f886a1,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP13,1,B001,HS03-V21,HS03,43869c7a1d960b0fff5b056699b0f24816893768a3f18ea85c7bd9967d120318,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP13,2,B004,UC06-V21,UC06,43869c7a1d960b0fff5b056699b0f24816893768a3f18ea85c7bd9967d120318,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP13,3,B030,IM05-V21,IM05,43869c7a1d960b0fff5b056699b0f24816893768a3f18ea85c7bd9967d120318,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP13,4,B036,EC04-V21,EC04,43869c7a1d960b0fff5b056699b0f24816893768a3f18ea85c7bd9967d120318,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP13,5,B015,AC02-V21-B,AC02,43869c7a1d960b0fff5b056699b0f24816893768a3f18ea85c7bd9967d120318,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP13,6,B038,HS04-V21,HS04,43869c7a1d960b0fff5b056699b0f24816893768a3f18ea85c7bd9967d120318,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP13,7,B024,RR04-V21-B,RR04,43869c7a1d960b0fff5b056699b0f24816893768a3f18ea85c7bd9967d120318,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP13,8,B042,HA02-V21-A,HA02,43869c7a1d960b0fff5b056699b0f24816893768a3f18ea85c7bd9967d120318,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP13,9,B032,SE06-V21-B,SE06,43869c7a1d960b0fff5b056699b0f24816893768a3f18ea85c7bd9967d120318,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP13,10,B013,HA03-V21,HA03,43869c7a1d960b0fff5b056699b0f24816893768a3f18ea85c7bd9967d120318,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP13,11,B026,SE02-V21,SE02,43869c7a1d960b0fff5b056699b0f24816893768a3f18ea85c7bd9967d120318,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP14,1,B012,RR04-V21-A,RR04,65ea4896ee2849c153f10bed752cc84ab1a8bcc0ae43bfc3fe31bcd42b689f64,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
