source_item_key,revised_item_key,original_text,revised_text,original_response_scale,revised_response_scale,original_recall_period,revised_recall_period,change_type,issue_source,adjudication_support,construct_preserved,new_overlap_risk,decision_status,rationale,status_label
EE01,EE01-V21,Сүүлийн 14 хоногт стресстсэн үедээ өлсөөгүй байсан ч юм идсэн.,Сүүлийн 14 хоногт стресстсэн үедээ өлсөөгүй байсан ч юм идсэн.,0–4 frequency,frequency_14d_opportunity_0_4_na,Сүүлийн 14 хоног,Сүүлийн 14 хоног,unchanged,synthetic_panel_v2_and_authoritative_audits,retain,pending_human_confirmation,expert_moderate_or_high=15/24;synthesis=moderate,pilot_scored_candidate,Whether stress needs a specified threshold,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SE03,SE03-V21,Бусадтай хамт хооллох үед өөрийн сонголтоо тайван хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Бусадтай хамт хооллох үед өөрийн сонголтоо хийж чадна гэдэгтээ хэр итгэлтэй вэ?,0–4 confidence,confidence_0_4_na,Сүүлийн 14 хоног,Нөхцөлийг төсөөлөн хариулна,minor_rewrite,synthetic_panel_v2_and_authoritative_audits,minor_rewrite,true,expert_moderate_or_high=17/24;synthesis=moderate,pilot_scored_candidate,Whether calmness is part of the self-efficacy facet,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SE04,SE04-V21,Идэх зүйл ойрхон байсан ч идэх эсэхээ бодож сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Идэх зүйл ойрхон байсан ч идэх эсэхээ сонгож чадна гэдэгтээ хэр итгэлтэй вэ?,0–4 confidence,confidence_0_4_na,Сүүлийн 14 хоног,Нөхцөлийг төсөөлөн хариулна,minor_rewrite,synthetic_panel_v2_and_authoritative_audits,minor_rewrite,true,expert_moderate_or_high=20/24;synthesis=moderate,pilot_scored_candidate,Whether deliberation is distinct from self-efficacy,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SE05,SE05-V21,Нэг удаа төлөвлөснөөс өөр идсэн ч дараагийн боломж дээр эргэн үргэлжлүүлж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Төлөвлөснөөс өөр идсэний дараа дараагийн хоолондоо эргэн орж чадна гэдэгтээ хэр итгэлтэй вэ?,0–4 confidence,confidence_0_4_na,Сүүлийн 14 хоног,Нөхцөлийг төсөөлөн хариулна,minor_rewrite,synthetic_panel_v2_and_authoritative_audits,minor_rewrite,true,expert_moderate_or_high=18/24;synthesis=moderate;restrictive_rebound_vs_eating_self_efficacy,pilot_scored_candidate,Whether respondents without a plan require a non-applicable path,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SE06,SE06-V21-A,Ядарсан үедээ ч өөрт боломжтой хамгийн жижиг хувилбарыг сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Ядарсан үедээ хийхээр сонгосон хооллолтын нэг энгийн алхмыг хийж чадна гэдэгтээ хэр итгэлтэй вэ?,0–4 confidence,confidence_0_4_na,Сүүлийн 14 хоног,Нөхцөлийг төсөөлөн хариулна,major_rewrite_alternative,synthetic_panel_v2_and_authoritative_audits,major_rewrite,true,expert_moderate_or_high=20/24;synthesis=moderate,pilot_scored_candidate,Whether a minimum version can be specified without changing the facet,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SE06,SE06-V21-B,Ядарсан үедээ ч өөрт боломжтой хамгийн жижиг хувилбарыг сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Ядарсан үедээ хооллолтын төлөвлөгөөгөө бүрэн биш ч хэсэгчлэн хэрэгжүүлж чадна гэдэгтээ хэр итгэлтэй вэ?,0–4 confidence,confidence_0_4_na,Сүүлийн 14 хоног,Нөхцөлийг төсөөлөн хариулна,major_rewrite_alternative,synthetic_panel_v2_and_authoritative_audits,major_rewrite,true,expert_moderate_or_high=20/24;synthesis=moderate,reserve_alternative_human_selection,Whether a minimum version can be specified without changing the facet,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
HA01,HA01-V21,Тодорхой цаг эсвэл газар болоход бодолгүйгээр идэх зүйл рүү гараа сунгасан.,Тодорхой газар болоход бодолгүйгээр идэх зүйл рүү гараа сунгасан.,0–4 frequency,typicality_0_4_na,Сүүлийн 14 хоног,Ерөнхийдөө,minor_rewrite,synthetic_panel_v2_and_authoritative_audits,minor_rewrite,true,expert_moderate_or_high=15/24;synthesis=moderate;external_cue_reactivity_vs_habit_automaticity,pilot_scored_candidate,Whether time and place should be separate cue contexts,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
HA02,HA02-V21-A,Нэг үйлдлийн дараа юм идэх нь автоматаар үргэлжилдэг дараалал болсон.,Өдөр бүр давтагддаг нэг үйлдлийнхээ дараа бодолгүйгээр юм иддэг.,0–4 frequency,typicality_0_4_na,Сүүлийн 14 хоног,Ерөнхийдөө,major_rewrite_alternative,synthetic_panel_v2_and_authoritative_audits,major_rewrite,true,expert_moderate_or_high=18/24;synthesis=moderate;external_cue_reactivity_vs_habit_automaticity,pilot_scored_candidate,Whether the preceding action must be named,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
HA02,HA02-V21-B,Нэг үйлдлийн дараа юм идэх нь автоматаар үргэлжилдэг дараалал болсон.,Тогтмол хийдэг нэг зүйл дуусмагц юм идэх үйлдэл өөрөө эхэлдэг.,0–4 frequency,typicality_0_4_na,Сүүлийн 14 хоног,Ерөнхийдөө,major_rewrite_alternative,synthetic_panel_v2_and_authoritative_audits,major_rewrite,true,expert_moderate_or_high=18/24;synthesis=moderate;external_cue_reactivity_vs_habit_automaticity,reserve_alternative_human_selection,Whether the preceding action must be named,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
HA03,HA03-V21,Идэж эхэлснээ хэдийн эхэлсний дараа анзаарсан.,Идэж эхэлснээ хэсэг хугацааны дараа анзаарсан.,0–4 frequency,typicality_0_4_na,Сүүлийн 14 хоног,Ерөнхийдөө,minor_rewrite,synthetic_panel_v2_and_authoritative_audits,minor_rewrite,true,expert_moderate_or_high=9/24;synthesis=moderate,pilot_scored_candidate,Whether delayed awareness needs a time reference,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
HA04,HA04-V21,Танил орчинд ороход идэх үйлдэл өөрөө эхэлдэг мэт байсан.,Танил орчинд байхдаа бодолгүйгээр идэж эхэлсэн.,0–4 frequency,typicality_0_4_na,Сүүлийн 14 хоног,Ерөнхийдөө,minor_rewrite,synthetic_panel_v2_and_authoritative_audits,minor_rewrite,true,expert_moderate_or_high=14/24;synthesis=moderate;external_cue_reactivity_vs_habit_automaticity,pilot_scored_candidate,Whether context-triggered eating should name the context,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
HA05,HA05-V21,Зууш авахдаа үнэхээр хүсэж байгаа эсэхээ бодолгүй сонгосон.,Зууш авахдаа идэх хүсэлтэй эсэхээ бодолгүй сонгосон.,0–4 frequency,typicality_0_4_na,Сүүлийн 14 хоног,Ерөнхийдөө,minor_rewrite,synthetic_panel_v2_and_authoritative_audits,minor_rewrite,false,expert_moderate_or_high=19/24;synthesis=moderate,second_pass_revise,Whether desire checking is distinct from automatic choice,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
HA06,HA06-V21,Давтагддаг нөхцөлд идэхээсээ өмнө сонголтоо зориуд хийсэн.,Давтагддаг нөхцөлд идэхээсээ өмнө сонголтоо бодож хийсэн.,0–4 frequency,typicality_0_4_na,Сүүлийн 14 хоног,Ерөнхийдөө,minor_rewrite,synthetic_panel_v2_and_authoritative_audits,minor_rewrite,true,expert_moderate_or_high=14/24;synthesis=moderate,pilot_scored_candidate,Whether deliberate choice should be scored as a reverse habit item,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
BI01,BI01-V21,Биеийн төрхөөсөө санаа зовж зураг авахуулахаас зайлсхийсэн.,Биеийн төрхөөсөө санаа зовж зураг авахуулахаас зайлсхийсэн.,0–4 frequency,frequency_30d_opportunity_0_4_na,Сүүлийн 14 хоног,Сүүлийн 30 хоног,unchanged,synthetic_panel_v2_and_authoritative_audits,retain,pending_human_confirmation,expert_moderate_or_high=3/24;synthesis=low,pilot_scored_candidate,Whether the item needs a non-applicable option for no photo occasions,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
BI02,BI02-V21,Биеэ харах эвгүй санагдсанаас толиноос зайлсхийсэн.,Биеэ харах эвгүй санагдсанаас толиноос зайлсхийсэн.,0–4 frequency,frequency_30d_opportunity_0_4_na,Сүүлийн 14 хоног,Сүүлийн 30 хоног,unchanged,synthetic_panel_v2_and_authoritative_audits,retain,pending_human_confirmation,expert_moderate_or_high=2/24;synthesis=low,pilot_scored_candidate,Whether mirror exposure needs contextual specificity,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
BI03,BI03-V21,Биеийн төрхөөсөө болж өмсөхийг хүссэн хувцсаа сонгоогүй.,Биеийн төрхөөсөө болж өмсөхийг хүссэн хувцсаа сонгоогүй.,0–4 frequency,frequency_30d_opportunity_0_4_na,Сүүлийн 14 хоног,Сүүлийн 30 хоног,unchanged,synthetic_panel_v2_and_authoritative_audits,retain,pending_human_confirmation,expert_moderate_or_high=3/24;synthesis=low,pilot_scored_candidate,Whether clothing-choice avoidance requires a non-applicable option,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
BI04,BI04-V21,Биеийн төрхдөө санаа зовсноос хүмүүстэй хийх үйл ажиллагаанаас татгалзсан.,Биеийн төрхдөө санаа зовсноос хүмүүсийн дунд хийх үйл ажиллагаанаас зайлсхийсэн.,0–4 frequency,frequency_30d_opportunity_0_4_na,Сүүлийн 14 хоног,Сүүлийн 30 хоног,minor_rewrite,synthetic_panel_v2_and_authoritative_audits,minor_rewrite,true,expert_moderate_or_high=8/24;synthesis=moderate;body_image_avoidance_vs_restrictive_rebound,second_pass_hold,Whether social participation should be specified,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
BI05,BI05-V21,Бусад хүн биеийг минь анзаарах вий гэж бодоод хөдөлгөөн хийхээс зайлсхийсэн.,Бусад хүн биеийг минь анзаарах вий гэж бодоод хөдөлгөөн хийхээс зайлсхийсэн.,0–4 frequency,frequency_30d_opportunity_0_4_na,Сүүлийн 14 хоног,Сүүлийн 30 хоног,unchanged,synthetic_panel_v2_and_authoritative_audits,retain,pending_human_confirmation,expert_moderate_or_high=13/24;synthesis=moderate,pilot_scored_candidate,Whether the item should distinguish body concern from physical limitation,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
BI06,BI06-V21,Биеийнхээ талаар тавгүй байсан ч хүссэн үйл ажиллагаандаа оролцсон.,Биеийнхээ талаар тавгүй байсан ч хийхийг хүссэн зүйлдээ оролцсон.,0–4 frequency,frequency_30d_opportunity_0_4_na,Сүүлийн 14 хоног,Сүүлийн 30 хоног,minor_rewrite,synthetic_panel_v2_and_authoritative_audits,minor_rewrite,true,expert_moderate_or_high=12/24;synthesis=moderate;body_image_avoidance_vs_restrictive_rebound,pilot_scored_candidate,Whether a non-applicable option is needed when either condition is absent,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
IM01,IM01-V21,Юуг яг хэзээ хийх нь тодорхойгүйгээс төлөвлөгөөгөө эхлүүлээгүй.,Юуг яг хэзээ хийх нь тодорхойгүйгээс төлөвлөгөөгөө эхлүүлээгүй.,0–4 frequency,frequency_14d_opportunity_0_4_na,Сүүлийн 14 хоног,Сүүлийн 14 хоног,unchanged,synthetic_panel_v2_and_authoritative_audits,retain,pending_human_confirmation,expert_moderate_or_high=6/24;synthesis=low,pilot_scored_candidate,Whether the plan context should be named,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
IM02,IM02-V21,Хэрэгжүүлэхэд олон бэлтгэл шаардсанаас төлөвлөгөө хойшилсон.,Олон бэлтгэл шаардлагатай байсан тул төлөвлөснөө хойшлуулсан.,0–4 frequency,frequency_14d_opportunity_0_4_na,Сүүлийн 14 хоног,Сүүлийн 14 хоног,minor_rewrite,synthetic_panel_v2_and_authoritative_audits,minor_rewrite,true,expert_moderate_or_high=8/24;synthesis=low,second_pass_revise,Whether preparation needs a concrete context,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
IM03,IM03-V21-A,Завгүй өдөр хийх хамгийн жижиг хувилбар надад бэлэн байсан.,Завгүй өдөр хэрэглэхээр хооллолтын төлөвлөгөөнийхөө энгийн хувилбарыг урьдчилж бэлдсэн.,0–4 frequency,frequency_14d_opportunity_0_4_na,Сүүлийн 14 хоног,Сүүлийн 14 хоног,major_rewrite_alternative,synthetic_panel_v2_and_authoritative_audits,major_rewrite,true,expert_moderate_or_high=18/24;synthesis=moderate;restrictive_rebound_vs_implementation_friction,reserve_alternative_human_selection,Whether a concrete minimum version can be defined across respondents,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
IM03,IM03-V21-B,Завгүй өдөр хийх хамгийн жижиг хувилбар надад бэлэн байсан.,Завгүй болсон үедээ урьдчилан сонгосон энгийн хоолны хувилбараа ашигласан.,0–4 frequency,frequency_14d_opportunity_0_4_na,Сүүлийн 14 хоног,Сүүлийн 14 хоног,major_rewrite_alternative,synthetic_panel_v2_and_authoritative_audits,major_rewrite,true,expert_moderate_or_high=18/24;synthesis=moderate;restrictive_rebound_vs_implementation_friction,pilot_scored_candidate,Whether a concrete minimum version can be defined across respondents,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
IM04,IM04-V21,Өдрийн хуваарь өөрчлөгдөхөд төлөвлөгөө тэр чигтээ тасарсан.,Өдрийн хуваарь өөрчлөгдөхөд төлөвлөгөө тэр чигтээ тасарсан.,0–4 frequency,frequency_14d_opportunity_0_4_na,Сүүлийн 14 хоног,Сүүлийн 14 хоног,unchanged,synthetic_panel_v2_and_authoritative_audits,retain,pending_human_confirmation,expert_moderate_or_high=11/24;synthesis=low,pilot_scored_candidate,Whether plan non-applicability should be addressed,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
IM05,IM05-V21,Нэг удаа алгассан ч дараагийн боломж дээрээ эргэн үргэлжлүүлсэн.,Нэг удаа төлөвлөгөөгөө алгассан ч дараагийн удаа эргэн үргэлжлүүлсэн.,0–4 frequency,frequency_14d_opportunity_0_4_na,Сүүлийн 14 хоног,Сүүлийн 14 хоног,minor_rewrite,synthetic_panel_v2_and_authoritative_audits,minor_rewrite,true,expert_moderate_or_high=12/24;synthesis=moderate;restrictive_rebound_vs_implementation_friction,pilot_scored_candidate,Whether non-applicability is needed when no plan exists,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
IM06,IM06-V21,Нэг өдөр хийж чадсан зүйлээ дараагийн өдрүүдэд давтахад хэцүү байсан.,Нэг өдөр хийж чадсан зүйлээ дараагийн өдрүүдэд давтахад хэцүү байсан.,0–4 frequency,frequency_14d_opportunity_0_4_na,Сүүлийн 14 хоног,Сүүлийн 14 хоног,unchanged,synthetic_panel_v2_and_authoritative_audits,retain,pending_human_confirmation,expert_moderate_or_high=6/24;synthesis=low,pilot_scored_candidate,Whether the item needs an action context,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
AC01,AC01-V21-HOLD,Энэ мөрөнд хариултын чанарыг шалгахын тулд «Заримдаа»-г сонгоно уу.,Энэ мөрөнд хариултын чанарыг шалгахын тулд «Заримдаа»-г сонгоно уу.,0–4 frequency,agreement_research_0_4_na,Одоогийн асуулт,Одоогийн асуулгын үеэр,hold,synthetic_panel_v2_and_authoritative_audits,hold,pending_human_confirmation,expert_moderate_or_high=1/24;synthesis=none,held_excluded,Whether this check should be outside the scored item bank,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
AC02,AC02-V21-A,Сүүлийн 14 хоногт асуулт бүрт нэг ижил хариулт сонгох шаардлагатай мэт санагдсан.,Эдгээр асуултад хариулахдаа өмнөх хариулттайгаа адил сонголт хийх ёстой мэт санагдсан.,0–4 frequency,agreement_research_0_4_na,Сүүлийн 14 хоног,Одоогийн асуулгын үеэр,major_rewrite_alternative,synthetic_panel_v2_and_authoritative_audits,major_rewrite,true,expert_moderate_or_high=17/24;synthesis=moderate,reserve_alternative_human_selection,Whether this item is a response-quality check or substantive perception,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
AC02,AC02-V21-B,Сүүлийн 14 хоногт асуулт бүрт нэг ижил хариулт сонгох шаардлагатай мэт санагдсан.,Асуултууд хоорондоо хэт төстэй санагдсан.,0–4 frequency,agreement_research_0_4_na,Сүүлийн 14 хоног,Одоогийн асуулгын үеэр,major_rewrite_alternative,synthetic_panel_v2_and_authoritative_audits,major_rewrite,true,expert_moderate_or_high=17/24;synthesis=moderate,pilot_non_scored_research_candidate,Whether this item is a response-quality check or substantive perception,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
