item_key,source_item_key,construct,facet,version,item_text,behavioral_context,recall_period,response_scale_id,response_options,wording_polarity,scoring_direction,reverse_coded,sensitive,status,revision_type,synthetic_issue_addressed,adjacent_overlap,rationale,requires_human_review,production_ready,status_label,pilot_role,second_pass_gate,adjudication_rationale
EE01-V21,EE01,emotional_eating,stress,2.1,Сүүлийн 14 хоногт стресстсэн үедээ өлсөөгүй байсан ч юм идсэн.,Стресстэй мөч,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,true,pilot_scored_candidate,unchanged,Whether stress needs a specified threshold,expert_moderate_or_high=15/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,not_required_unchanged,Unchanged candidate retained for human review; first-panel retain proposal is not validity evidence.
HS05-V21,HS05,hunger_satiety_awareness,satiety_clarity,2.1,Цадсан эсэхээ мэдэхэд эргэлзсэн.,Хоолны төгсгөл,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,false,pilot_scored_candidate,unchanged,Whether uncertainty about fullness needs contextual detail,expert_moderate_or_high=5/24;synthesis=low,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,not_required_unchanged,Unchanged candidate retained for human review; first-panel retain proposal is not validity evidence.
SE01-V21,SE01,eating_self_efficacy,stress,2.1,Стресстэй өдөр хоолны төлөвлөгөөгөө дагаж чадна гэдэгтээ хэр итгэлтэй вэ?,Стресстэй өдөр,Нөхцөлийг төсөөлөн хариулна,confidence_0_4_na,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй | Ийм нөхцөл тохиолдоогүй,favorable_capability,higher_capability,false,true,pilot_scored_candidate,minor_rewrite,Past-period confidence and flexible plan are difficult to anchor; response-scale mismatch; recall-period mismatch; social-desirability cue; construct overlap,expert_moderate_or_high=17/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained confidence under stress and 3/4 personas found the confidence options fitting.
SE02-V21,SE02,eating_self_efficacy,time_pressure,2.1,Зав багатай үед хоолны тохирох сонголт хийж чадна гэдэгтээ хэр итгэлтэй вэ?,Завгүй өдөр,Нөхцөлийг төсөөлөн хариулна,confidence_0_4_na,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй | Ийм нөхцөл тохиолдоогүй,favorable_capability,higher_capability,false,false,pilot_scored_candidate,minor_rewrite,Possible choice is unspecified and confidence is recalled; recall-period mismatch; social-desirability cue; construct overlap,expert_moderate_or_high=15/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained confidence in choosing food under time pressure and all persona scale and recall judgments were usable.
SE03-V21,SE03,eating_self_efficacy,social,2.1,Бусадтай хамт хооллох үед өөрийн сонголтоо хийж чадна гэдэгтээ хэр итгэлтэй вэ?,Хүмүүстэй хамт,Нөхцөлийг төсөөлөн хариулна,confidence_0_4_na,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй | Ийм нөхцөл тохиолдоогүй,favorable_capability,higher_capability,false,true,pilot_scored_candidate,minor_rewrite,Тайван combines choice with emotional composure; recall-period mismatch; social-desirability cue; construct overlap,expert_moderate_or_high=17/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained confidence in making one's own food choice around others and all persona scale and recall judgments were usable.
SE04-V21,SE04,eating_self_efficacy,cues,2.1,Идэх зүйл ойрхон байсан ч идэх эсэхээ сонгож чадна гэдэгтээ хэр итгэлтэй вэ?,Хоол ойр бэлэн үед,Нөхцөлийг төсөөлөн хариулна,confidence_0_4_na,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй | Ийм нөхцөл тохиолдоогүй,favorable_capability,higher_capability,false,false,pilot_scored_candidate,minor_rewrite,Thinking and choosing may be two actions; recall-period mismatch; social-desirability cue; construct overlap,expert_moderate_or_high=20/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,Three paraphrases retained neutral confidence in choosing whether to eat; one narrowed the choice to not eating; all experts suggested pass.
SE05-V21,SE05,eating_self_efficacy,recovery,2.1,Төлөвлөснөөс өөр идсэний дараа дараагийн хоолондоо эргэн орж чадна гэдэгтээ хэр итгэлтэй вэ?,Төлөвлөгөөнөөс хазайсны дараа,Нөхцөлийг төсөөлөн хариулна,confidence_0_4_na,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй | Ийм нөхцөл тохиолдоогүй,favorable_capability,higher_capability,false,true,pilot_scored_candidate,minor_rewrite,Resumption presumes a plan and a prior deviation; response-scale mismatch; recall-period mismatch; social-desirability cue; construct overlap,expert_moderate_or_high=18/24;synthesis=moderate;restrictive_rebound_vs_eating_self_efficacy,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained confidence in recovery after a plan deviation and 3/4 personas found the confidence options fitting.
SE06-V21-A,SE06,eating_self_efficacy,fatigue,2.1,Ядарсан үедээ хийхээр сонгосон хооллолтын нэг энгийн алхмыг хийж чадна гэдэгтээ хэр итгэлтэй вэ?,Ядарсан үед,Нөхцөлийг төсөөлөн хариулна,confidence_0_4_na,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй | Ийм нөхцөл тохиолдоогүй,favorable_capability,higher_capability,false,false,pilot_scored_candidate,major_rewrite_alternative,Small version is undefined and confidence is recalled; response-scale mismatch; recall-period mismatch; social-desirability cue; construct overlap,expert_moderate_or_high=20/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained confidence in completing one simple chosen eating step when tired and all persona scale and recall judgments were usable.
HA01-V21,HA01,habit_automaticity,automatic_start,2.1,Тодорхой газар болоход бодолгүйгээр идэх зүйл рүү гараа сунгасан.,Тогтмол нөхцөл,Ерөнхийдөө,typicality_0_4_na,Огт тохирохгүй | Бага зэрэг тохирно | Дунд зэрэг тохирно | Ихэнхдээ тохирно | Бүрэн тохирно | Ийм давтагддаг нөхцөл байхгүй,barrier_or_difficulty,higher_barrier,false,false,pilot_scored_candidate,minor_rewrite,Time and place cues are combined with automatic action; social-desirability cue; construct overlap,expert_moderate_or_high=15/24;synthesis=moderate;external_cue_reactivity_vs_habit_automaticity,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained automatic reaching for food in a place cue and 3/4 personas found both scale and recall usable.
HA02-V21-A,HA02,habit_automaticity,sequence,2.1,Өдөр бүр давтагддаг нэг үйлдлийнхээ дараа бодолгүйгээр юм иддэг.,Өдөр тутмын дараалал,Ерөнхийдөө,typicality_0_4_na,Огт тохирохгүй | Бага зэрэг тохирно | Дунд зэрэг тохирно | Ихэнхдээ тохирно | Бүрэн тохирно | Ийм давтагддаг нөхцөл байхгүй,barrier_or_difficulty,higher_barrier,false,false,pilot_scored_candidate,major_rewrite_alternative,Action sequence and automatic continuation are abstract; response-scale mismatch; construct overlap,expert_moderate_or_high=18/24;synthesis=moderate;external_cue_reactivity_vs_habit_automaticity,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained automatic eating after a repeated daily action and 3/4 personas found recall usable.
HA03-V21,HA03,habit_automaticity,awareness_lag,2.1,Идэж эхэлснээ хэсэг хугацааны дараа анзаарсан.,Идэж эхлэх үе,Ерөнхийдөө,typicality_0_4_na,Огт тохирохгүй | Бага зэрэг тохирно | Дунд зэрэг тохирно | Ихэнхдээ тохирно | Бүрэн тохирно | Ийм давтагддаг нөхцөл байхгүй,barrier_or_difficulty,higher_barrier,false,false,pilot_scored_candidate,minor_rewrite,Awareness lag has no clear reference point; construct overlap,expert_moderate_or_high=9/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained delayed awareness after eating began and all persona scale and recall judgments were usable.
HA04-V21,HA04,habit_automaticity,context_trigger,2.1,Танил орчинд байхдаа бодолгүйгээр идэж эхэлсэн.,Танил орчин,Ерөнхийдөө,typicality_0_4_na,Огт тохирохгүй | Бага зэрэг тохирно | Дунд зэрэг тохирно | Ихэнхдээ тохирно | Бүрэн тохирно | Ийм давтагддаг нөхцөл байхгүй,barrier_or_difficulty,higher_barrier,false,false,pilot_scored_candidate,minor_rewrite,Tanil orчин and automatic start are broad; construct overlap,expert_moderate_or_high=14/24;synthesis=moderate;external_cue_reactivity_vs_habit_automaticity,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained automatic eating in a familiar setting and 3/4 personas found recall usable.
HA06-V21,HA06,habit_automaticity,deliberate_choice,2.1,Давтагддаг нөхцөлд идэхээсээ өмнө сонголтоо бодож хийсэн.,Давтагддаг нөхцөл,Ерөнхийдөө,typicality_0_4_na,Огт тохирохгүй | Бага зэрэг тохирно | Дунд зэрэг тохирно | Ихэнхдээ тохирно | Бүрэн тохирно | Ийм давтагддаг нөхцөл байхгүй,favorable_capability,higher_capability,false,false,pilot_scored_candidate,minor_rewrite,Repeated context and deliberate choice are broad positive concepts; social-desirability cue; construct overlap; reverse wording,expert_moderate_or_high=14/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained deliberate choice before eating in a repeated context and 3/4 personas found recall usable.
BI01-V21,BI01,body_image_avoidance,photographs,2.1,Биеийн төрхөөсөө санаа зовж зураг авахуулахаас зайлсхийсэн.,Зураг авахуулах,Сүүлийн 30 хоног,frequency_30d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,true,pilot_scored_candidate,unchanged,Whether the item needs a non-applicable option for no photo occasions,expert_moderate_or_high=3/24;synthesis=low,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,not_required_unchanged,Unchanged candidate retained for human review; first-panel retain proposal is not validity evidence.
BI02-V21,BI02,body_image_avoidance,mirror,2.1,Биеэ харах эвгүй санагдсанаас толиноос зайлсхийсэн.,Толинд харах,Сүүлийн 30 хоног,frequency_30d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,true,pilot_scored_candidate,unchanged,Whether mirror exposure needs contextual specificity,expert_moderate_or_high=2/24;synthesis=low,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,not_required_unchanged,Unchanged candidate retained for human review; first-panel retain proposal is not validity evidence.
BI03-V21,BI03,body_image_avoidance,clothing,2.1,Биеийн төрхөөсөө болж өмсөхийг хүссэн хувцсаа сонгоогүй.,Хувцас сонгох,Сүүлийн 30 хоног,frequency_30d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,true,pilot_scored_candidate,unchanged,Whether clothing-choice avoidance requires a non-applicable option,expert_moderate_or_high=3/24;synthesis=low,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,not_required_unchanged,Unchanged candidate retained for human review; first-panel retain proposal is not validity evidence.
BI05-V21,BI05,body_image_avoidance,movement_participation,2.1,Бусад хүн биеийг минь анзаарах вий гэж бодоод хөдөлгөөн хийхээс зайлсхийсэн.,Хөдөлгөөн хийх орчин,Сүүлийн 30 хоног,frequency_30d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,true,pilot_scored_candidate,unchanged,Whether the item should distinguish body concern from physical limitation,expert_moderate_or_high=13/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,not_required_unchanged,Unchanged candidate retained for human review; first-panel retain proposal is not validity evidence.
BI06-V21,BI06,body_image_avoidance,participation_despite_discomfort,2.1,Биеийнхээ талаар тавгүй байсан ч хийхийг хүссэн зүйлдээ оролцсон.,Өдөр тутмын оролцоо,Сүүлийн 30 хоног,frequency_30d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,favorable_capability,higher_capability,false,true,pilot_scored_candidate,minor_rewrite,Desired activity and body discomfort are positive reverse content with non-applicability; response-scale mismatch; social-desirability cue; construct overlap; reverse wording,expert_moderate_or_high=12/24;synthesis=moderate;body_image_avoidance_vs_restrictive_rebound,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained participation despite body discomfort and no recurring major safety pattern appeared.
IM01-V21,IM01,implementation_maintenance_friction,action_clarity,2.1,Юуг яг хэзээ хийх нь тодорхойгүйгээс төлөвлөгөөгөө эхлүүлээгүй.,Төлөвлөгөө эхлүүлэх,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,false,pilot_scored_candidate,unchanged,Whether the plan context should be named,expert_moderate_or_high=6/24;synthesis=low,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,not_required_unchanged,Unchanged candidate retained for human review; first-panel retain proposal is not validity evidence.
IM03-V21-B,IM03,implementation_maintenance_friction,minimum_version,2.1,Завгүй болсон үедээ урьдчилан сонгосон энгийн хоолны хувилбараа ашигласан.,Завгүй эсвэл хүнд өдөр,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,favorable_capability,higher_capability,false,false,pilot_scored_candidate,major_rewrite_alternative,Small version and what is ready are undefined; response-scale mismatch; social-desirability cue; construct overlap; reverse wording,expert_moderate_or_high=18/24;synthesis=moderate;restrictive_rebound_vs_implementation_friction,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained using a preselected simple food option when busy and 3/4 personas found the scale fitting.
IM04-V21,IM04,implementation_maintenance_friction,disruption,2.1,Өдрийн хуваарь өөрчлөгдөхөд төлөвлөгөө тэр чигтээ тасарсан.,Хуваарь өөрчлөгдөхөд,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,false,pilot_scored_candidate,unchanged,Whether plan non-applicability should be addressed,expert_moderate_or_high=11/24;synthesis=low,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,not_required_unchanged,Unchanged candidate retained for human review; first-panel retain proposal is not validity evidence.
IM05-V21,IM05,implementation_maintenance_friction,resumption,2.1,Нэг удаа төлөвлөгөөгөө алгассан ч дараагийн удаа эргэн үргэлжлүүлсэн.,Алгасалтын дараа,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,favorable_capability,higher_capability,false,false,pilot_scored_candidate,minor_rewrite,Skipping and next opportunity presume an ongoing plan; response-scale mismatch; social-desirability cue; construct overlap; reverse wording,expert_moderate_or_high=12/24;synthesis=moderate;restrictive_rebound_vs_implementation_friction,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained resuming a plan after one missed occasion and all persona scale and recall judgments were usable.
IM06-V21,IM06,implementation_maintenance_friction,repeatability,2.1,Нэг өдөр хийж чадсан зүйлээ дараагийн өдрүүдэд давтахад хэцүү байсан.,Хэд хэдэн өдөр,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,false,pilot_scored_candidate,unchanged,Whether the item needs an action context,expert_moderate_or_high=6/24;synthesis=low,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,not_required_unchanged,Unchanged candidate retained for human review; first-panel retain proposal is not validity evidence.
AC02-V21-B,AC02,response_quality,semantic_consistency,2.1,Асуултууд хоорондоо хэт төстэй санагдсан.,Ердийн хариултын хэв маяг,Одоогийн асуулгын үеэр,agreement_research_0_4_na,Огт санал нийлэхгүй | Бага зэрэг санал нийлнэ | Дунд зэрэг санал нийлнэ | Ихэнхдээ санал нийлнэ | Бүрэн санал нийлнэ | Хариулах боломжгүй,barrier_or_difficulty,not_scored,false,false,pilot_non_scored_research_candidate,major_rewrite_alternative,Perceived required sameness is unclear without a survey context; response-scale mismatch; construct overlap,expert_moderate_or_high=17/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,non_scored_research_quality,pass,All four paraphrases retained perceived excessive similarity among questions; all experts suggested pass; all persona scale and recall judgments were usable.
