review_run_id,role_id,role_name,model_family,model_variant,prompt_variant,block_id,item_order_index,blinded_item_id,intended_meaning_retention,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_appropriateness,safety_acceptability,construct_overlap_risk,shame_judgment_risk,social_desirability_risk,suggested_gate,observable_rationale,synthetic_review_only,status_label
SP-R1-A,R1,psychometrician,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_1,1,B009,3,3,3,4,4,3,4,low,low,moderate,pass,The item asks about perceived pressure to repeat a prior response and matches the current-questionnaire frame.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,5,B036,4,4,4,4,4,4,4,low,none,low,pass,Сурталчилгааны дараа хоолны тухай бодол үргэлжилснийг шууд бөгөөд ойлгомжтой асуужээ.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,6,B037,4,4,4,4,4,4,4,low,low,moderate,pass,Төлөвлөгөөнөөс зөрсний дараах дараагийн хоолны сэргэлтийн итгэлийг тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,7,B030,4,4,4,4,4,4,4,low,none,low,pass,Нэг удаагийн алгасалтын дараа эргэн үргэлжлүүлсэн зан үйлийг хугацаатай нь тодорхойлсон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,8,B042,4,4,4,4,4,4,4,low,none,low,pass,Өдөр тутмын давтагддаг үйлдлийн дараах бодолгүй идэлтийг нэг нөхцөлтэйгээр илэрхийлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,9,B040,4,4,4,4,4,4,4,low,none,low,pass,Давтагддаг нөхцөл дэх зориудын сонголтыг товч бөгөөд байгалийн хэлээр асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,10,B022,4,4,4,4,4,4,4,low,low,moderate,pass,Хамт хооллох нөхцөлд өөрийн сонголтоо хийх итгэлийг ойлгомжтой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,11,B017,4,4,4,4,4,4,3,low,moderate,moderate,pass,яг дагаагүй өдрийг бүтэлгүйтсэн гэж нэрлэх нь хэмжих ёстой хоёр туйлт үнэлгээг шууд илэрхийлнэ.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,12,B002,4,4,4,4,4,4,4,low,low,moderate,pass,Гуниглах үед идсэний дараах түр тайвшралыг төвийг сахисан хэлээр тодорхойлсон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,13,B035,4,4,4,4,4,4,4,low,none,low,pass,Завгүй үед урьдчилан сонгосон энгийн хувилбарыг ашигласан зан үйл тодорхой байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,14,B011,4,4,4,4,4,4,3,low,moderate,moderate,pass,Бага зөрчлийг бүхэл бүтэн бүтэлгүйтэл мэт үнэлэх хатуу дүрмийн утга ил тод байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,15,B024,4,3,4,4,4,3,3,low,moderate,moderate,revise,өөр идсэний дараа үргэлжлүүлээгүй гэсэн сөрөг бүтэц унших ачааллыг нэмэгдүүлнэ.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,1,B009,4,4,4,4,4,4,4,low,none,low,pass,Өмнөх хариулттай адил сонголт хийх ёстой мэт сэтгэгдлийг асуулгын хүрээнд тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,2,B007,4,4,3,4,4,4,4,moderate,low,moderate,pass,Хоолноос өөр аргаар тайвшрахыг асуусан ч хэрэглэсэн арга нь тодорхойгүй өргөн хүрээтэй.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,3,B004,4,4,4,4,4,4,4,low,low,moderate,pass,Идэх явцад түр зогсож үргэлжлүүлэх эсэхээ бодох чадварыг нэг үйлдлээр тодорхойлсон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,4,B027,4,4,4,4,4,4,4,low,none,low,pass,Хоолны үнэр ба идэх шийдвэрийн холбоог товч бөгөөд шууд илэрхийлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,5,B013,4,4,4,4,4,4,4,low,none,low,pass,Идэж эхэлснээ хожуу анзаарсан байдлыг энгийн бөгөөд байгалийн хэлээр бичсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,6,B005,3,3,4,4,4,3,4,low,none,low,revise,анхаарлаа өөр зүйлд буцааж гэсэн хэллэгийн оронд шилжүүлж гэвэл монгол хэлэнд илүү байгалийн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,7,B008,3,3,3,4,4,3,3,moderate,moderate,moderate,revise,хэвийн хооллолт гэсэн үнэлэмжтэй хэллэг хүн бүрт өөр утгатай байж болно.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,8,B039,4,4,4,4,4,4,4,low,none,low,pass,Идэх зүйл ойр байх нөхцөл дэх сонголтын итгэлийг тодорхой бөгөөд төвийг сахисан хэлээр асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,9,B041,2,3,2,4,4,4,3,high,moderate,moderate,hold,Идэж эхлэх эсэхээ шийдэхэд хэцүү гэсэн нь өлсөлтийн дохио ашиглалт уу эсвэл хоолны хүртээмж үү гэдгийг ялгахгүй.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,10,B010,4,4,4,4,4,4,4,low,low,moderate,pass,Биеийн талаарх тавгүй мэдрэмжтэй ч хүссэн үйл ажиллагаанд оролцсоныг тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,11,B014,4,4,3,4,4,4,4,moderate,low,moderate,pass,Уур ба бухимдал гэсэн ойролцоо хоёр мэдрэмжийг нэг асуултад хамтатгасан ч идэх үйлдэл тодорхой.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,12,B020,3,2,3,4,4,3,4,moderate,none,low,revise,төлөвлөснөө гэсэн төлөөний үгийн заалт тодорхойгүй тул яг юуг хойшлуулсныг мэдэхгүй.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,13,B034,3,3,4,4,4,3,4,low,none,low,revise,юм идэх үйлдэл өөрөө эхэлдэг гэсэн хийсвэр хэллэг хүний бодит үйлдлийг байгалийн бусаар илэрхийлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_1,1,B013,4,4,4,4,4,4,4,low,low,low,pass,Өгүүлбэр нь идэж эхэлснээ хожуу анзаарах нэг үйл явдлыг тодорхой илэрхийлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_1,2,B021,4,4,4,4,4,4,4,low,moderate,moderate,pass,Стресстэй өдөрт төлөвлөгөө дагах итгэлийг шууд асуусан бөгөөд сонголтууд итгэлийн хэмжээнд таарч байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_1,3,B037,4,4,4,4,4,4,4,low,moderate,moderate,pass,Төлөвлөгөөнөөс өөр идсэний дараах дараагийн хоол руу буцах итгэлийг нэг нөхцөлд асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_1,4,B020,4,4,4,4,4,4,4,low,low,low,pass,Олон бэлтгэл шаардсан шалтгаан болон хойшлуулсан үйлдэл ойлгомжтой холбоотой байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_1,5,B016,4,4,3,4,4,4,4,moderate,low,low,pass,Цадсан дохиог анзаарах ба зогсоох шийдвэрийг нэг өгүүлбэрт холбосон ч утга нь ойлгомжтой байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_1,6,B040,4,4,4,4,4,4,4,moderate,low,moderate,pass,Давтагддаг нөхцөлд идэхийн өмнөх бодож сонгох үйлдлийг энгийнээр илэрхийлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_1,7,B027,4,4,4,4,4,4,4,moderate,low,low,pass,Хоолны үнэр болон идэх шийдвэрийн холбоог товч бөгөөд тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_1,8,B028,4,4,4,4,4,4,4,moderate,moderate,moderate,pass,Зогсоох эсвэл үргэлжлүүлэхийг удирдах хүндрэл нэг зан үйлийг тодорхой заасан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_1,9,B031,4,4,4,4,4,4,4,low,low,low,pass,Өлсөлт хүчтэй болохоос өмнө анзаарах хугацааг тодорхой илэрхийлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_1,10,B026,4,4,4,4,4,4,4,low,low,moderate,pass,Зав багатай нөхцөлд тохирох сонголт хийх итгэлийг шууд асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_1,11,B009,4,3,3,4,4,4,4,moderate,low,low,pass,Өмнөх хариулттай адил сонгох ёстой мэт санагдсан эсэхийг асуусан ч өгүүлбэр урт байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_1,12,B019,4,4,4,4,4,4,4,moderate,low,moderate,pass,Завгүй өдөрт урьдчилж бэлдсэн энгийн хувилбар гэсэн үйлдэл тодорхой байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,1,B005,4,4,3,4,4,4,4,moderate,low,moderate,pass,Хоол харах дохионы дараах анхаарлаа шилжүүлэх үйлдлийг ойлгомжтой илэрхийлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,2,B022,4,4,4,4,4,4,4,low,moderate,moderate,pass,Бусадтай хамт хооллох үед өөрийн сонголт хийх итгэлийг тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,3,B032,4,3,3,4,4,4,4,moderate,low,moderate,pass,Хэсэгчлэн хэрэгжүүлэх санаа тодорхой боловч бүрэн биш ч гэсэн хэллэг урт сонсогдоно.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,4,B035,4,4,4,4,4,4,4,moderate,low,moderate,pass,Завгүй болсон үед энгийн хоолны хувилбар ашиглах үйлдлийг шууд заасан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,5,B010,4,4,4,4,4,4,4,low,moderate,moderate,pass,Биеийн талаар тавгүй мэдрэмжтэй үед хүссэн үйл ажиллагаанд оролцохыг тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,6,B025,4,4,4,4,4,4,4,moderate,low,low,pass,Зууш сонгох үед хүсэлээ бодоогүй үйлдлийг нэг утгаар илэрхийлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,7,B042,4,4,4,4,4,4,4,moderate,low,low,pass,Өдөр бүрийн дараалсан үйлдлийн дараа бодолгүй идэх хэвшлийг тодорхойлсон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,8,B033,4,3,4,4,4,3,4,moderate,low,low,revise,Тодорхой газар болоход гэсэн хэллэг нь байршилтай холбоог бүрэн тодорхой болгохгүй байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,9,B030,4,4,4,4,4,4,4,moderate,low,moderate,pass,Нэг удаагийн алгасалтын дараа үргэлжлүүлсэн эсэхийг ойлгомжтой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,10,B007,4,4,3,4,4,4,4,moderate,moderate,moderate,pass,Таагүй мэдрэмжид хоолноос өөр аргаар тайвшрах үйлдлийг асуусан боловч олон арга багтаж болно.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,11,B041,4,4,3,4,4,4,4,moderate,low,low,pass,Өлсөлтөө анзаарах ба идэж эхлэх шийдвэрийг холбосон ч өгүүлбэр нь ойлгомжтой.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,12,B011,4,4,4,4,4,4,4,moderate,moderate,moderate,pass,Дүрмээс багахан зөрснийг бүх зүйл бүтэлгүйтсэн мэт үзэх бодлыг тодорхой илэрхийлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,13,B008,4,4,4,4,4,4,4,moderate,moderate,moderate,pass,Төлөвлөснөөс өөр идсэний дараа хэвийн хооллолтдоо орох үйлдлийг тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
